"","rowname","colname","p_means","R_means"
"5562","3-Hydroxypropionic Acid","Oxalacetate",6.80154196434977e-21,-0.30640745639669
"5563","Adipic Acid / 3-Methylglutaric Acid","Cystathionine",6.80634971331893e-21,-0.337660340213479
"5564","Asparagine","DHAP/D-GA3P",7.00232219285641e-21,0.167615121966225
"5565","7-Methylguanine","N-Acetyl-Aspartate (NAA)",7.00333413874226e-21,-0.360177181703528
"5566","Argininosuccinate","n-Glycylproline",7.01362600663315e-21,0.348118982435633
"5567","Hypoxanthine","Imidazoleacetic Acid",7.06259144802988e-21,-0.146636316097081
"5568","3-Hydroxypropionic Acid","Margaric Acid",7.09869701901843e-21,-0.26383463041004
"5569","Glutaric Acid","N6-Acetyl-Lysine",7.25680414213625e-21,-0.247900581377465
"5570","Glycerol-3-P","PEP",7.29051610229056e-21,0.449875419114707
"5571","2-Hydroxyglutarate","2-Hydroxyphenylacetate",7.53587939286405e-21,-0.15328062997939
"5572","Glycerophosphocholine","PEP",7.55128260794708e-21,0.2415023531945
"5573","Deoxyguanosine","Margaric Acid",7.6699544233361e-21,-0.113353225260697
"5574","iso-Leucine /allo-isoLeucine","Uracil",7.69523643638594e-21,0.375865145036759
"5575","Azelaic Acid","Sedoheptulose 7-Phosphate",7.73743094912048e-21,-0.309052877664647
"5576","4-Pyridoxic Acid","Agmatine",7.87201343083441e-21,0.431911163062536
"5577","cAMP","Suberic Acid",7.96245288184917e-21,-0.351625703651296
"5578","2-Hydroxyisobutyrate/2-Hydroxybutyrate","Arginine",8.00448554562063e-21,0.182195699652404
"5579","Biopterin","Cholesteryl Sulfate",8.22233289371318e-21,0.260266387769541
"5580","FAD","Maleic Acid",8.29706208355645e-21,0.361407610200252
"5581","2-Hydroxyglutarate","FAD",8.64231834464395e-21,-0.245070595834999
"5582","FAD","S-Adenosylmethionine (SAM)",8.73034265654312e-21,-0.30819157771694
"5583","Oxalacetate","Threonine",8.74303056617875e-21,0.214494447691408
"5584","1/3-Methylhistidine","Glucoronate",8.79086672605182e-21,-0.224153311390692
"5585","Lysine","Oxalacetate",9.10401494406513e-21,-0.287212771847796
"5586","Kynurenic Acid","Pseudouridine",9.52949381896357e-21,-0.244393860161801
"5587","2-Aminoisobutyric Acid","Uracil",9.57591204605153e-21,0.4046571718601
"5588","2-Hydroxyphenylacetate","Argininosuccinate",9.64758254468079e-21,-0.387062044356947
"5589","Creatine","Cystathionine",9.79858236751927e-21,-0.191177827678489
"5590","Sucrose","Uracil",9.89083599209952e-21,-0.455227783075456
"5591","Arginine","Glycerophosphocholine",1.0402869258166e-20,-0.147805223168969
"5592","Threonine","Urate",1.04189374670715e-20,0.259774216370851
"5593","Cystine","IMP",1.07416972845723e-20,-0.475345288996893
"5594","7-Methylguanine","Neopterin",1.08089133404091e-20,0.495524316343166
"5595","Homoarginine","Homocitrulline",1.09775892113703e-20,0.23098218954751
"5596","2-isoPropylmalic Acid","Fructose",1.11569034803864e-20,-0.127257067273678
"5597","2-Hydroxyglutarate","G1P/F1P/F6P",1.11713662756387e-20,0.181088314005352
"5598","Phenylalanine","Sucrose",1.13886514516507e-20,-0.270294380017841
"5599","Fructose","Uridine",1.14623478571955e-20,0.145344366175521
"5600","Adenosine","ADP",1.15598112173564e-20,-0.196468670214402
"5601","Cystine","Uracil",1.15737204828741e-20,-0.296994678396752
"5602","Indole-3-Carboxylic Acid","Spermidine",1.16382123374244e-20,-0.249992309821895
"5603","Asparagine","Threonine",1.19189825934262e-20,-0.244024731612784
"5604","Phosphotyrosine","Thiamine",1.2053024640257e-20,0.160355593835553
"5605","Niacinamide","Oxalacetate",1.24218140264385e-20,0.22919806822726
"5606","3-Hydroxypropionic Acid","G1P/F1P/F6P",1.24707177526481e-20,0.266849180227014
"5607","Glutamine","Lysine",1.25080099705642e-20,0.263957673259713
"5608","2-Hydroxyglutarate","Linoleic Acid",1.26523563527237e-20,-0.236949767756621
"5609","G6P","Oxidized Glutathione",1.27131885553487e-20,0.382017287520379
"5610","Betaine","Trigonelline",1.28934984423274e-20,0.468024239441385
"5611","FAD","Hypoxanthine",1.29473598365324e-20,0.212710326371159
"5612","Choline","Pyroglutamic Acid",1.30921921979091e-20,0.239964317573595
"5613","Cysteinyl-Glycine (Cys-Gly)","Fructose",1.34189995123138e-20,0.293057307207235
"5614","L-2-Aminobutyric Acid","Phosphotyrosine",1.34502822113127e-20,0.185148728044541
"5615","Cholecalciferol","Indole-3-Carboxylic Acid",1.35261404935408e-20,0.18662524224061
"5616","Ribulose 5-Phosphate","S-Adenosylmethionine (SAM)",1.35715094342766e-20,0.332554061952075
"5617","Betaine","Ribulose 5-Phosphate",1.36463703038417e-20,-0.281060629364176
"5618","Cholecalciferol","N6-Acetyl-Lysine",1.36993506926957e-20,-0.312867206004491
"5619","Myristic Acid","Phenylacetic Acid",1.37025972755312e-20,0.291765357285675
"5620","gamma-Aminobutyrate","Glutamic acid",1.37358554154343e-20,0.761419914485219
"5621","D-Leucic Acid","Deoxycarnitine",1.37689440355633e-20,-0.324802362422714
"5622","1-Methylnicotinamide","Deoxyguanosine",1.40165488474625e-20,-0.289673628841244
"5623","2-isoPropylmalic Acid","N-Ac-Phenylalanine",1.40362592588477e-20,0.0293149589344489
"5624","Choline","Linolenic Acid",1.41509094373641e-20,0.386508351533421
"5625","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid","Margaric Acid",1.43011481989298e-20,-0.176228121443293
"5626","3-Hydroxypropionic Acid","4-Pyridoxic Acid",1.44660472978923e-20,-0.282660186409917
"5627","Citrulline","Suberic Acid",1.47380632619369e-20,0.211356855024762
"5628","Alpha-Ketoglutaric Acid","Riboflavin",1.50541781635253e-20,-0.291888400135347
"5629","L-Kynurenine","Pyroglutamic Acid",1.51206802356026e-20,-0.183795256698145
"5630","Acetylcarnitine","Succinylcarnitine",1.51743108494695e-20,0.336368390291919
"5631","Agmatine","Uracil",1.52120545400511e-20,0.406195207481005
"5632","2-Hydroxyisobutyrate/2-Hydroxybutyrate","Homoarginine",1.53551038310418e-20,-0.167553600541388
"5633","betaAlanine","Indole-3-Carboxylic Acid",1.55431621621267e-20,-0.262665723338152
"5634","3-Aminoisobutyrate","Uridine",1.59252170550045e-20,-0.302900735181027
"5635","Aspartic Acid","Sucrose",1.62216159434481e-20,0.334215140422652
"5636","Glucoronate","Glycerol-3-P",1.62846264031854e-20,-0.285182564828201
"5637","Nicotinic Acid","Uridine",1.66935053634092e-20,-0.355563074840813
"5638","Carnosine","Glutamic acid",1.68320337703941e-20,-0.434495062905657
"5639","Allantoin","Succinylcarnitine",1.684349245674e-20,-0.0709034421237196
"5640","Deoxyguanosine","Maleic Acid",1.68609541350191e-20,-0.325602140945584
"5641","3-(4-Hydroxyphenyl)Propionate","Pseudouridine",1.69682216536659e-20,0.15377280137808
"5642","Threonine","Tryptophan",1.80793692136882e-20,0.365037374265588
"5643","Choline","Glucoronate",1.87379639081089e-20,0.217878126057399
"5644","Alanine","Alpha-Ketoglutaric Acid",1.88962294880426e-20,-0.217139868959365
"5645","Cadaverine","Glutamine",1.9408756743315e-20,-0.220646590175028
"5646","Niacinamide","Spermidine",1.94280052990349e-20,-0.0547233073917992
"5647","Palmitic Acid","Spermidine",1.96706374912901e-20,-0.0980343904764834
"5648","1-Methylnicotinamide","Pyroglutamic Acid",1.98992462485127e-20,0.18047309975699
"5649","Azelaic Acid","L-Kynurenine",2.0326218909949e-20,-0.315389584422775
"5650","ADP","Succinylcarnitine",2.05967470441314e-20,0.313420898828017
"5651","Homoarginine","N-Ac-L-Glutamine",2.09314603512012e-20,0.177027899966163
"5652","Pyroglutamic Acid","UDP-Glucose",2.10965059774565e-20,-0.272140022762927
"5653","3-Hydroxypropionic Acid","3HBA",2.1217094457152e-20,-0.352979174997693
"5654","Linolenic Acid","Tryptophan",2.17412011424114e-20,0.37260450952044
"5655","Phosphotyrosine","Pyridoxamine",2.20052305426213e-20,-0.273678058383832
"5656","2-Hydroxyphenylacetate","N-Acetyl-Aspartate (NAA)",2.20134542917216e-20,0.292995785782399
"5657","2-Hydroxyglutarate","2-Hydroxyisobutyrate/2-Hydroxybutyrate",2.20680996001453e-20,-0.303146820880371
"5658","Glyceraldehyde","Thiamine",2.22112271979047e-20,0.207357962410409
"5659","3-Hydroxyisovaleric Acid","Pseudouridine",2.23363864822447e-20,0.207111876711065
"5660","DHAP/D-GA3P","Glycerophosphocholine",2.23789193031605e-20,0.321849334030576
"5661","DHAP/D-GA3P","S-Adenosylmethionine (SAM)",2.34260709213305e-20,0.362761081546649
"5662","Acetylcarnitine","Uridine",2.43376551745725e-20,0.141160909286659
"5663","Methionine","Pantothenate",2.44266808169338e-20,-0.120735796241041
"5664","Erythrose-4-Phosphate","Histidine",2.45805963368025e-20,0.192162170475868
"5665","3-Hydroxyisovaleric Acid","Glucoronate",2.46835212279289e-20,0.242732781691224
"5666","S-Adenosylmethionine (SAM)","Trigonelline",2.53306172485445e-20,-0.44366175520625
"5667","N6-Acetyl-Lysine","UDP-Glucose",2.53834082006576e-20,0.267587437325048
"5668","3-Aminoisobutyrate","Inosine",2.54204898315837e-20,-0.276385001076625
"5669","cGMP","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid",2.56685196207303e-20,0.178812021286413
"5670","1-Methyladenosine","Histamine",2.62956297128125e-20,0.0572456858100833
"5671","Cholesteryl Sulfate","N-Acetyl-Aspartate (NAA)",2.63545441730214e-20,0.210864683626073
"5672","Threonine","Uridine",2.65813530109278e-20,-0.206681226737211
"5673","2-Hydroxyglutarate","gamma-Aminobutyrate",2.68669165384074e-20,0.2651265803316
"5674","Linolenic Acid","Pyridoxamine",2.6949691695876e-20,0.286966686148451
"5675","Acetylcholine","Glycine",2.69982714977007e-20,-0.32178781260574
"5676","G1P/F1P/F6P","Oxidized Glutathione",2.72899021353996e-20,0.373773416592328
"5677","Glucosamine","Thiamine",2.74727504156306e-20,0.240764096096466
"5678","Glucose","Pyroglutamic Acid",2.82582920778345e-20,-0.139807437940263
"5679","Niacinamide","Urate",2.858312346922e-20,0.176781814266818
"5680","Glutamine","L-Kynurenine",2.90903153204374e-20,0.16380079362638
"5681","Cadaverine","Deoxyguanosine",2.91394609555507e-20,-0.294041650004614
"5682","Adenine","Ethanolamine",2.9163946915121e-20,0.186502199390938
"5683","GMP","Tryptophan",2.93098260474978e-20,0.27613891537728
"5684","Linolenic Acid","Sarcosine",2.95055040025556e-20,0.183672213848473
"5685","Agmatine","Xanthurenic Acid",2.97159153528321e-20,0.325233012396567
"5686","2-Hydroxyglutarate","N6-Trimethyllysine",3.00696877313251e-20,0.0640745639669015
"5687","Methionine","Phenylalanine",3.01704787955174e-20,0.418437971023409
"5688","Glutamine","Palmitic Acid",3.07507550652532e-20,-0.197083884462764
"5689","2-Hydroxyglutarate","Erythrose-4-Phosphate",3.08813544289692e-20,0.153342151404226
"5690","3-Hydroxypropionic Acid","Urate",3.14649378347582e-20,-0.268940908671445
"5691","Glucosamine","Pseudouridine",3.14741902175669e-20,-0.235534774985389
"5692","Acetylcholine","cAMP",3.14920810062668e-20,0.355747639115322
"5693","GMP","Lysine",3.16108895422432e-20,-0.49724691623858
"5694","Asparagine","Phosphotyrosine",3.16655701959538e-20,0.261927466240118
"5695","Homocitrulline","Threonine",3.25397715221892e-20,-0.169091636162293
"5696","Guanine","Sedoheptulose 7-Phosphate",3.25700873917756e-20,0.239103017625888
"5697","Deoxyguanosine","Oxalacetate",3.2715346545903e-20,-0.276323479651789
"5698","2-Aminoisobutyric Acid","Glycerophosphocholine",3.33082574899809e-20,-0.237257374880802
"5699","6-Methyladenosine","Indole-3-Carboxylic Acid",3.33828129462265e-20,0.253745116736904
"5700","Hydrocinnamic Acid","Pantothenate",3.39386669240476e-20,0.0363284013657756
"5701","iso-Leucine /allo-isoLeucine","Putrescine",3.47468513613845e-20,-0.169829893260328
"5702","Glutamine","Oxalacetate",3.5003876975903e-20,-0.214432926266572
"5703","7-Methylguanine","Pipecolate",3.51466282954421e-20,0.269925251468824
"5704","2-Aminoisobutyric Acid","Dimethylglycine",3.53587729282775e-20,0.22741394690701
"5705","Betaine","DHAP/D-GA3P",3.58238362994498e-20,-0.335199483220031
"5706","2-Hydroxyglutarate","Pantothenate",3.5848880001663e-20,-0.287335814697468
"5707","1-Methylnicotinamide","Glutamine",3.60880824799114e-20,-0.200406041403919
"5708","Adenosine","Biopterin",3.62811774864778e-20,0.342643575625211
"5709","4-Pyridoxic Acid","Carnosine",3.64217619534931e-20,0.479159617336737
"5710","FAD","N-Ac-Phenylalanine",3.64217619534931e-20,0.0649973853394444
"5711","Deoxycarnitine","Sorbitol",3.64687610332831e-20,0.367990402657725
"5712","5-Methylcytidine","N-Ac-Alanine",3.67420499825587e-20,0.181765049678551
"5713","N-Ac-Alanine","Putrescine",3.67806809414606e-20,-0.131379002737703
"5714","iso-Leucine /allo-isoLeucine","Sarcosine",3.7131854590624e-20,0.163431665077363
"5715","N-Ac-Arginine","Uracil",3.78084428689458e-20,0.381279030422345
"5716","n-Glycylproline","Phenylalanine",3.79007334978724e-20,0.349964625180719
"5717","betaAlanine","Linoleic Acid",3.79548329585132e-20,-0.217632040358055
"5718","GMP","o-Phosphoethanolamine",3.82734694943025e-20,0.359746531729675
"5719","Dimethylglycine","Taurine",3.89722044484726e-20,0.363499338644683
"5720","Aminolevulinate","Trigonelline",3.9303120678079e-20,-0.299701621089544
"5721","Histamine","Phosphotyrosine",3.93160258752198e-20,-0.0953274477836906
"5722","Cholecalciferol","Taurine",3.97360290730909e-20,0.266849180227014
"5723","4-Guanidinobutanoate","SAH",3.98599393588921e-20,0.216709218985512
"5724","Fructose","Retinol",4.06829294518559e-20,-0.23584238210957
"5725","Suberic Acid","Uridine",4.08258154400843e-20,-0.338398597311514
"5726","Creatine","Phenylacetic Acid",4.13572829173408e-20,0.190747177704636
"5727","Glutamine","Linoleic Acid",4.1478415661287e-20,-0.256452059429696
"5728","4-Hydroxybenzoic Acid","Guanine",4.16082637260512e-20,0.259774216370851
"5729","4-Hydroxybenzoic Acid","Deoxyguanosine",4.21250209966107e-20,0.257744009351257
"5730","cGMP","DHAP/D-GA3P",4.2480668705302e-20,0.0611830569996001
"5731","Betaine","Homocitrulline",4.25104824797457e-20,-0.276815651050478
"5732","2-Hydroxyglutarate","Kynurenic Acid",4.33662995597536e-20,0.241440831769664
"5733","Glucoronate","Xanthosine",4.51856981004428e-20,0.296502506998062
"5734","Cysteinyl-Glycine (Cys-Gly)","Pseudouridine",4.54943557684901e-20,-0.210803162201237
"5735","6-Methyladenosine","Imidazoleacetic Acid",4.59677892495752e-20,-0.135193331077548
"5736","Trigonelline","Valine",4.67191905466903e-20,-0.525239164539051
"5737","Adipic Acid / 3-Methylglutaric Acid","IMP",4.73812730711736e-20,-0.37438863084069
"5738","Adenosine","Leucine /D-Norleucine",4.79503195568454e-20,-0.278538250945892
"5739","Citrulline","Glycerophosphocholine",5.01698517964746e-20,-0.0808083915223476
"5740","Deoxyguanosine","Retinol",5.03100367944968e-20,-0.253745116736904
"5741","Succinylcarnitine","Trigonelline",5.05978230138426e-20,-0.354086560644744
"5742","5-Methylcytidine","NADH",5.06058562188845e-20,0.19634562736473
"5743","Glyceraldehyde","Pseudouridine",5.12910811447265e-20,-0.260573994893722
"5744","Fructose","Glutamine",5.12922620583541e-20,0.245316681534344
"5745","Fructose","N-Ac-Arginine",5.18750846802617e-20,-0.253129902488542
"5746","Argininosuccinate","D-Leucic Acid",5.22895306489575e-20,-0.313974591651543
"5747","Azelaic Acid","Erythrose-4-Phosphate",5.35184740117068e-20,-0.321480205481559
"5748","5,6-Dihydrouracil","Dimethylarginine (A/SDMA)",5.441917015382e-20,0.406256728905841
"5749","AMP","Arabitol/Xylitol",5.5306763524095e-20,0.186686763665446
"5750","2-isoPropylmalic Acid","Alpha-Ketoglutaric Acid",5.54560663022624e-20,-0.192531299024885
"5751","Cadaverine","Niacinamide",5.55471701012475e-20,0.190131963456274
"5752","NAD","Oxidized Glutathione",5.73255868127268e-20,0.386323787258913
"5753","Phosphoserine","Sorbitol",5.73989909668804e-20,-0.339629025808238
"5754","ADP","Histamine",5.93149992874609e-20,-0.292503614383709
"5755","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid","NADH",6.02812613960252e-20,-0.15555692269833
"5756","Niacinamide","Phosphotyrosine",6.04927405429036e-20,-0.241686917469008
"5757","Ergocalciferol","Glycerophosphocholine",6.11861851009477e-20,-0.192900427573903
"5758","Glycerol-3-P","Pantothenate",6.1776505907244e-20,-0.163247100802855
"5759","2-Hydroxyglutarate","Adenosine",6.23247074567698e-20,-0.311144606109077
"5760","Cholesteryl Sulfate","Uridine",6.37963561397385e-20,-0.197453013011781
"5761","Histidine","Tyrosine",6.49960097070416e-20,-0.179242671260266
"5762","D-Leucic Acid","Putrescine",6.60217213092072e-20,-0.253991202436248
"5763","Aspartic Acid","Succinate",6.99196786699516e-20,0.473192039127626
"5764","Glyceraldehyde","Lysine",7.1214653015834e-20,0.333661447599126
"5765","ADP","Maleic Acid",7.2124969998822e-20,-0.327386262265834
"5766","7-Methylguanine","NADH",7.24055047744529e-20,0.237011289181457
"5767","Citrulline","Thiamine",7.52189400767452e-20,-0.0691193208034698
"5768","Cholesteryl Sulfate","L-Kynurenine",7.63217955731652e-20,-0.21560183333846
"5769","DCDP","Suberic Acid",7.76833390373251e-20,-0.395121351010489
"5770","Dimethylglycine","Neopterin",8.08267138130913e-20,0.312990248854163
"5771","4-Hydroxybenzoic Acid","Lysine",8.16632981983957e-20,0.335445568919376
"5772","Inosine","Phosphoserine",8.28323837288542e-20,-0.422375342212926
"5773","Arginine","betaAlanine",8.42542534655129e-20,-0.333722969023963
"5774","Succinate","Trigonelline",8.50862647313073e-20,0.310836998984896
"5775","3-(4-Hydroxyphenyl)Propionate","Carnitine",8.51739119688859e-20,-0.250422959795749
"5776","Oxalacetate","Pyroglutamic Acid",8.66754862422634e-20,0.185640899443231
"5777","2-Hydroxyphenylacetate","Sucrose",8.67057745975102e-20,0.360361745978037
"5778","DCDP","SAH",8.96027127721307e-20,0.456888861546033
"5779","Allantoin","Alpha-Ketoglutaric Acid",8.97415468297208e-20,-0.186563720815774
"5780","Azelaic Acid","Cystathionine",8.97415468297208e-20,-0.350149189455228
"5781","Creatine","gamma-Aminobutyrate",9.01030826576531e-20,-0.377772309206681
"5782","Argininosuccinate","Trigonelline",9.26955311393834e-20,-0.210495555077056
"5783","Histidine","Homoarginine",9.36958447811683e-20,-0.0757636346857793
"5784","G1P/F1P/F6P","Histidine",9.58327219852311e-20,0.176412685717801
"5785","Homocitrulline","N-Ac-Phenylalanine",9.61303248472327e-20,-0.16816881478975
"5786","betaAlanine","L-Kynurenine",9.78127670598258e-20,0.217324433233874
"5787","Aspartic Acid","G6P",9.91189447664854e-20,-0.329047340736411
"5788","Choline","Thiamine",9.97451473281587e-20,-0.222430711495278
"5789","3-Aminoisobutyrate","Glucose",1.00394236168594e-19,-0.29847119259282
"5790","Asparagine","Linolenic Acid",1.0044721787717e-19,-0.270048294318496
"5791","Neopterin","SAH",1.00547899035307e-19,-0.254114245285921
"5792","Citraconic Acid","N-Ac-Alanine",1.00672060641806e-19,0.265003537481928
"5793","2'-Deoxycytidine","ADP",1.01201845757287e-19,0.290042757390261
"5794","Nicotinic Acid","Riboflavin",1.01211116468269e-19,0.330585376357316
"5795","Homocitrulline","Hydrocinnamic Acid",1.01550205409378e-19,-0.304192685102587
"5796","Glycerol-3-P","Margaric Acid",1.01681910552364e-19,-0.252453166815343
"5797","Erythrose-4-Phosphate","Lysine",1.01713614807583e-19,0.23971823187425
"5798","Deoxyguanosine","Urate",1.01813894249124e-19,-0.213694669168538
"5799","betaAlanine","Indole-2-Carboxylic Acid",1.04021709015316e-19,-0.22175397582208
"5800","Glucosamine","Glycerophosphocholine",1.06315539146003e-19,0.221938540096589
"5801","Carnitine","Homoarginine",1.06862265718554e-19,0.149466301639546
"5802","Dimethylglycine","NADH",1.09347252035931e-19,0.198006705835307
"5803","Biopterin","Carnitine",1.09477921471728e-19,-0.221077240148882
"5804","iso-Leucine /allo-isoLeucine","Pyridoxamine",1.09730768551163e-19,0.265495708880618
"5805","iso-Leucine /allo-isoLeucine","Pyroglutamic Acid",1.09926371619135e-19,0.20022147712941
"5806","G6P","Lysine",1.10405209807613e-19,0.229813282475622
"5807","Asparagine","Creatine",1.10479071337446e-19,-0.331692762004368
"5808","DHAP/D-GA3P","Sarcosine",1.10898199997903e-19,-0.170568150358362
"5809","UDP-Glucose","Urate",1.1124298460138e-19,-0.292626657233381
"5810","Glycerophosphocholine","Histidine",1.11632984364128e-19,0.153649758528407
"5811","Creatine","PEP",1.14501699536784e-19,-0.304008120828078
"5812","Histamine","NAD",1.14638520146783e-19,-0.304069642252914
"5813","3-Methyl-3-Hydroxyglutaric Acid","Agmatine",1.14889170214308e-19,0.301608785259467
"5814","1-Methylnicotinamide","Niacinamide",1.14914977847716e-19,0.228336768279553
"5815","3HBA","Phosphotyrosine",1.16598030052103e-19,-0.156295179796364
"5816","Biopterin","Cystine",1.17079279577464e-19,-0.269310037220462
"5817","7-Methylguanine","Agmatine",1.17598201731761e-19,0.355193946291796
"5818","L-2-Aminobutyric Acid","Riboflavin",1.1774675165129e-19,-0.0317758159278969
"5819","Carnitine","PEP",1.18220392286548e-19,0.0366975299147928
"5820","1-Methyladenosine","5-Methylcytidine",1.18267738505705e-19,0.363622381494355
"5821","Maleic Acid","Trigonelline",1.18549663038743e-19,0.433695284382786
"5822","2-Hydroxyisobutyrate/2-Hydroxybutyrate","Ergocalciferol",1.19203646172063e-19,0.10861607554831
"5823","Glycerophosphocholine","Homocitrulline",1.22217340227249e-19,0.227783075456027
"5824","5,6-Dihydrouracil","ADP",1.22613617808424e-19,0.234304346488665
"5825","Adenosine","AMP",1.23052915485383e-19,-0.25380663816174
"5826","D-Leucic Acid","Tyrosine",1.23052915485383e-19,0.286536036174598
"5827","3-Aminoisobutyrate","Cadaverine",1.25053372677759e-19,0.332000369128549
"5828","Carnosine","Cholecalciferol",1.25053372677759e-19,-0.378941216278569
"5829","GMP","Succinate",1.2521160081303e-19,-0.307576363468578
"5830","Ethanolamine","n-Glycylproline",1.2531489125843e-19,-0.201451905626134
"5831","3-Hydroxypropionic Acid","Ergocalciferol",1.2561345889094e-19,-0.249377095573533
"5832","Deoxyguanosine","Ribulose 5-Phosphate",1.29400624347205e-19,0.371620166723061
"5833","Erythrose-4-Phosphate","Oxidized Glutathione",1.30058494375654e-19,0.356116767664339
"5834","Adenosine","Histamine",1.30624434337965e-19,0.0484481220585069
"5835","2-Hydroxyglutarate","Pseudouridine",1.31694333577208e-19,-0.203851241194746
"5836","D-Leucic Acid","N2,N2-Dimethylguanosine",1.34011624300068e-19,-0.322403026854102
"5837","NAD","S-Adenosylmethionine (SAM)",1.36502856786849e-19,0.370697345350518
"5838","2-Hydroxyphenylacetate","Linoleic Acid",1.36633113549742e-19,0.149220215940201
"5839","Hypotaurine","Ribulose 5-Phosphate",1.37437809902024e-19,-0.199606262881048
"5840","Glucoronate","Glucosamine",1.41227615198329e-19,-0.183118521024947
"5841","Carnitine","Glycerophosphocholine",1.41502166593614e-19,0.20994186225353
"5842","FAD","Valine",1.41606453585601e-19,0.392537451167369
"5843","Allantoin","Methionine",1.41857162989196e-19,-0.209326648005168
"5844","2-Hydroxyphenylacetate","S-Methylcysteine",1.44128115943709e-19,0.221015718724046
"5845","5-Methylcytidine","Cystine",1.44419235003577e-19,-0.220769633024701
"5846","Azelaic Acid","cGMP",1.44437702197813e-19,-0.250792088344766
"5847","7-Methylguanine","GMP",1.47526691431789e-19,0.283890614906641
"5848","Choline","Creatine",1.49249057290387e-19,0.282660186409917
"5849","Sedoheptulose 7-Phosphate","Suberic Acid",1.50305661480261e-19,-0.312005906056784
"5850","1-Methylnicotinamide","2-Hydroxyisobutyrate/2-Hydroxybutyrate",1.5074712006682e-19,0.239103017625888
"5851","N-Ac-Phenylalanine","Proline",1.51136632460748e-19,0.390322679873266
"5852","cGMP","Histidine",1.52247368630288e-19,0.205512319665323
"5853","Anthranilic Acid","Glucoronate",1.52687939762423e-19,-0.360669353102218
"5854","3-Hydroxypropionic Acid","Homoarginine",1.53606677464407e-19,0.321541726906395
"5855","Deoxycarnitine","Dimethylglycine",1.56278906778938e-19,-0.318896305638439
"5856","Adenosine","N2,N2-Dimethylguanosine",1.57744662837612e-19,-0.332061890553385
"5857","5-Methylcytidine","Linolenic Acid",1.58157867973797e-19,0.177950721338706
"5858","Aspartic Acid","L-Kynurenine",1.60080654933752e-19,-0.284567350579839
"5859","Adenosine","Niacinamide",1.64553151704174e-19,0.0977267833523024
"5860","Phosphoserine","Tryptophan",1.65576402880977e-19,0.291088621612476
"5861","1-Methylnicotinamide","Adipic Acid / 3-Methylglutaric Acid",1.66872700683025e-19,0.261189209142084
"5862","L-2-Aminobutyric Acid","Myristic Acid",1.69980550701349e-19,-0.355501553415977
"5863","2-Hydroxyglutarate","N6-Acetyl-Lysine",1.71242259262221e-19,0.124057953182196
"5864","Adenine","NAD",1.71668472427727e-19,-0.201390384201298
"5865","Acetylcarnitine","Maleic Acid",1.72664699660093e-19,-0.165523393521794
"5866","betaAlanine","Sarcosine",1.74047044864777e-19,-0.263650066135532
"5867","Phosphotyrosine","Sucrose",1.80382662012973e-19,-0.148605001691839
"5868","NAD","Succinylcarnitine",1.82067755387384e-19,0.313913070226706
"5869","Histidine","Margaric Acid",1.8736081799739e-19,-0.127318588698514
"5870","Citrulline","iso-Leucine /allo-isoLeucine",1.88455414584218e-19,0.141776123535021
"5871","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid","Threonine",1.89177391956201e-19,-0.0931126764895875
"5872","Phenylalanine","SAH",1.89532246939919e-19,0.315328062997939
"5873","Argininosuccinate","Cystathionine",1.91690235654787e-19,0.235473253560552
"5874","Betaine","Glutamine",1.95150536811036e-19,-0.268325694423083
"5875","Glyceraldehyde","Glycerophosphocholine",1.95541242970963e-19,0.15764865114276
"5876","N-Acetyl-Aspartate (NAA)","o-Phosphoethanolamine",1.96231108311519e-19,-0.340982497154634
"5877","Carnosine","D-Leucic Acid",1.98693467408831e-19,-0.345288996893168
"5878","2-Hydroxyisobutyrate/2-Hydroxybutyrate","Tyrosine",2.00471898463573e-19,0.368974745455105
"5879","Glycerophosphocholine","Maleic Acid",2.01159966285319e-19,-0.185456335168722
"5880","Aspartic Acid","Biopterin",2.0350909131136e-19,0.307145713494724
"5881","Maleic Acid","Neopterin",2.03512574735301e-19,0.227044818357993
"5882","Linolenic Acid","Phenylacetic Acid",2.05023065229265e-19,0.392598972592205
"5883","Acetylcarnitine","Betaine",2.09258873028155e-19,-0.217016826109693
"5884","Pseudouridine","UDP-Glucose",2.11190561213269e-19,-0.188532406410532
"5885","Adenine","Glucose",2.13735131828833e-19,-0.221815497246916
"5886","Glycerophosphocholine","Putrescine",2.16856782106197e-19,0.342089882801686
"5887","Creatine","N2,N2-Dimethylguanosine",2.17254112429104e-19,-0.268448737272755
"5888","Arabitol/Xylitol","Glucosamine",2.19147312660099e-19,0.381340551847181
"5889","Suberic Acid","Succinate",2.2194920680469e-19,0.387431172905964
"5890","Cholesteryl Sulfate","Palmitic Acid",2.27673777947575e-19,0.225383739887416
"5891","2'-Deoxycytidine","Glutaric Acid",2.27947614368903e-19,-0.349041803808176
"5892","Acetylcarnitine","Valine",2.27947614368903e-19,-0.353594389246055
"5893","2-Hydroxyglutarate","Proline",2.28974871996562e-19,-0.270848072841367
"5894","iso-Leucine /allo-isoLeucine","Retinol",2.29302138079613e-19,0.281245193638685
