"","rowname","colname","p_M_all","R_M_all"
"9312","Putrescine","Sedoheptulose 7-Phosphate",5.69538639567686e-08,0.176909024479357
"9313","Guanine","Niacinamide",5.70603341702113e-08,-0.238217025940811
"9314","4-Guanidinobutanoate","Cytidine",5.75100002827187e-08,-0.0419802703690172
"9315","6-Methyladenosine","Cadaverine",5.79147317501676e-08,-0.259481183777859
"9316","Biopterin","Succinate",5.82993025942985e-08,-0.150822067957618
"9317","N2,N2-Dimethylguanosine","Trigonelline",5.87238975107616e-08,-0.276141761052247
"9318","5,6-Dihydrouracil","Glyceraldehyde",5.91111769900043e-08,0.151114358786993
"9319","AMP","Aspartic Acid",5.95174154781851e-08,-0.17044208987943
"9320","Adenine","Creatine",5.95448057542774e-08,0.017062477164779
"9321","AMP","Uridine",6.08129533143071e-08,-0.391962002192181
"9322","Alpha-Ketoglutaric Acid","Xanthurenic Acid",6.08701980773486e-08,-0.0203142126415784
"9323","2-Aminoisobutyric Acid","Margaric Acid",6.10331736382056e-08,0.0254658385093168
"9324","Alpha-Ketoglutaric Acid","FAD",6.11569376361071e-08,-0.0872122762148338
"9325","L-2-Aminobutyric Acid","Neopterin",6.11658493230621e-08,-0.0151260504201681
"9326","3-(4-Hydroxyphenyl)Propionate","Glutamic acid",6.18683277185216e-08,-0.0994884910485934
"9327","Glutamic acid","Retinol",6.18708696500082e-08,-0.0978808914870296
"9328","Cytidine","Deoxyguanosine",6.26549619851001e-08,-0.0144683960540738
"9329","Glutaric Acid","Glycine",6.31489976890069e-08,0.197917427840702
"9330","Glutamic acid","N-Acetyl-Aspartate (NAA)",6.3408363718342e-08,0.338655462184874
"9331","Hypoxanthine","Neopterin",6.40329338174456e-08,-0.107636097917428
"9332","Tyrosine","Valine",6.41082570056733e-08,-0.0292656192911947
"9333","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid","NADH",6.44571067691045e-08,-0.0593715747168433
"9334","Ethanolamine","Suberic Acid",6.46003711589145e-08,-0.0917062477164779
"9335","Adenine","Leucine /D-Norleucine",6.53168028256567e-08,-0.153818048958714
"9336","5'-Methylthioadenosine","Asparagine",6.55062870149648e-08,0.181147241505298
"9337","6-Methyladenosine","Cytidine",6.57869919106873e-08,0.246985750822068
"9338","Deoxycarnitine","Glutaric Acid",6.58189873507944e-08,-0.144976251370113
"9339","Adipic Acid / 3-Methylglutaric Acid","NAD",6.63072513513695e-08,-0.240153452685422
"9340","Ergocalciferol","N-Ac-L-Glutamine",6.63412320033225e-08,-0.168615272195835
"9341","IMP","S-Adenosylmethionine (SAM)",6.65536297387211e-08,-0.0903178662769456
"9342","5-Methylcytidine","5,6-Dihydrouracil",6.66101922155e-08,0.255827548410669
"9343","Arabitol/Xylitol","Cysteinyl-Glycine (Cys-Gly)",6.66101922155e-08,0.0992692729265619
"9344","5,6-Dihydrouracil","Oxalacetate",6.70220132891334e-08,-0.219181585677749
"9345","D-Leucic Acid","Ribose-5-P",6.7584929220308e-08,-0.188966021191085
"9346","Citraconic Acid","N-Ac-L-Glutamine",6.7945929645008e-08,-0.216075995615638
"9347","Ethanolamine","Valine",6.80059561581942e-08,0.120058458165875
"9348","3-(4-Hydroxyphenyl)Propionate","Histamine",6.85628718044626e-08,0.0922908293752284
"9349","Leucine /D-Norleucine","Pipecolate",6.87339565345531e-08,-0.132517354767994
"9350","Acetylcarnitine","Adipic Acid / 3-Methylglutaric Acid",6.8874607259693e-08,0.0372305443916697
"9351","Asparagine","L-2-Aminobutyric Acid",6.96592287907664e-08,-0.102995981001096
"9352","7-Methylguanine","Glucoronate",6.98710008256987e-08,0.172049689440994
"9353","4-Pyridoxic Acid","Hypotaurine",7.00213749299152e-08,0.0922908293752284
"9354","Asparagine","Cholecalciferol",7.00213749299152e-08,-0.0488125685056631
"9355","Niacinamide","Reduced Glutathione",7.03071351325794e-08,-0.278078187796858
"9356","3HBA","Carnosine",7.09149213124477e-08,-0.0625867738399708
"9357","1-Methyladenosine","N-Ac-Arginine",7.16267949938381e-08,-0.111618560467665
"9358","Pseudouridine","Uracil",7.18749343602983e-08,-0.0267080745341615
"9359","Azelaic Acid","Deoxycarnitine",7.21766044859839e-08,-0.176945560833029
"9360","Cholecalciferol","Glycine",7.25860386504225e-08,0.176068688344903
"9361","Linolenic Acid","Neopterin",7.26122221161037e-08,0.236645962732919
"9362","Glycine","Maleic Acid",7.26978349846948e-08,0.155717939349653
"9363","Orotate","Pipecolate",7.26978349846948e-08,-0.0141030325173548
"9364","Ethanolamine","Taurine",7.27877111440168e-08,-0.00727073438070881
"9365","Histamine","S-Methylcysteine",7.37869958168163e-08,0.22130069419072
"9366","Phenylacetic Acid","Phosphorylcholine",7.39164539734356e-08,-0.125867738399708
"9367","3-Hydroxyisovaleric Acid","Deoxycarnitine",7.39229926109721e-08,-0.0558640847643405
"9368","2'-Deoxycytidine","Myristic Acid",7.45022242577709e-08,0.228936792108148
"9369","Histamine","N-AcetylGlycine",7.70820407672912e-08,0.0502374862988674
"9370","cGMP","Phenylacetic Acid",7.72652226854162e-08,-0.170186335403727
"9371","Glutamic acid","PEP",7.75847582812178e-08,0.034855681402996
"9372","Cholecalciferol","Dimethylarginine (A/SDMA)",7.79139409362865e-08,-0.08713920350749
"9373","Glutamine","Pseudouridine",7.79139409362865e-08,0.0474607234198027
"9374","Hypoxanthine","Trigonelline",7.81699098133914e-08,-0.265363536719036
"9375","3HBA","Arabitol/Xylitol",7.84705476006832e-08,0.0150164413591524
"9376","Ribose-5-P","SAH",7.9074932120188e-08,0.0278041651443186
"9377","Alpha-Ketoglutaric Acid","Neopterin",7.92322643882861e-08,-0.130105955425649
"9378","G1P/F1P/F6P","o-Phosphoethanolamine",7.97813857730065e-08,0.0884910485933504
"9379","Adenylosuccinate","Uridine",8.01801896257027e-08,-0.27292656192912
"9380","N-Ac-Arginine","Xanthosine",8.02691887599877e-08,0.288344903178663
"9381","iso-Leucine /allo-isoLeucine","Linolenic Acid",8.05274001720852e-08,0.134672999634636
"9382","Allantoin","Aspartic Acid",8.06375766219974e-08,0.107599561563756
"9383","2-Aminoadipate","Reduced Glutathione",8.10849144158255e-08,0.134819145049324
"9384","1-Methylnicotinamide","Riboflavin",8.15407468583666e-08,0.186006576543661
"9385","Argininosuccinate","N6-Acetyl-Lysine",8.17617543241737e-08,0.0755206430398246
"9386","Azelaic Acid","UDP-Glucose",8.17836987718882e-08,-0.0255754475703325
"9387","D-Leucic Acid","Niacinamide",8.20552988091972e-08,0.209682133723054
"9388","Aminolevulinate","Neopterin",8.20609783408997e-08,-0.145560833028864
"9389","Deoxyguanosine","Proline",8.24169023773902e-08,0.0780051150895141
"9390","5-Methylcytidine","Glutamine",8.25165057337245e-08,-0.145560833028864
"9391","Adenylosuccinate","Phosphotyrosine",8.29769631247648e-08,0.107599561563756
"9392","Alanine","N2,N2-Dimethylguanosine",8.41925204449148e-08,0.269309462915601
"9393","ADP","Phosphoserine",8.46656477048627e-08,0.113153087321885
"9394","cGMP","Hypotaurine",8.47302145787047e-08,-0.14029959810011
"9395","Inosine","Lactose/Trehalose",8.48282250986678e-08,0.0693459992692729
"9396","Acetylcarnitine","Urate",8.50247554691502e-08,0.155791012056997
"9397","Myristic Acid","Nicotinic Acid",8.54817069857068e-08,0.222944830105955
"9398","5'-Methylthioadenosine","S-Methylcysteine",8.60428559417794e-08,-0.180343441724516
"9399","N-Ac-Phenylalanine","Pipecolate",8.73115935707115e-08,0.0113993423456339
"9400","2-Hydroxyphenylacetate","Lactate",8.74581907956315e-08,-0.0401899890390939
"9401","Deoxycarnitine","Succinylcarnitine",8.93367012342823e-08,0.0668980635732554
"9402","Arabitol/Xylitol","Phenylacetic Acid",8.99099826006317e-08,-0.0236390208257216
"9403","3-Aminoisobutyrate","3HBA",9.00645073907309e-08,0.0993423456339057
"9404","2-Hydroxyphenylacetate","Carnosine",9.01102342925e-08,0.012130069419072
"9405","N6-Acetyl-Lysine","Pyroglutamic Acid",9.09063557606391e-08,0.0898794300328827
"9406","Choline","Phosphorylcholine",9.25948830905459e-08,-0.0799050054804531
"9407","Glucosamine","Ribose-5-P",9.30462792425371e-08,0.0786262331019364
"9408","Creatine","Cystine",9.36729697186809e-08,-0.053781512605042
"9409","Adipic Acid / 3-Methylglutaric Acid","Nicotinic Acid",9.37292153238739e-08,-0.251991231275119
"9410","3-Aminoisobutyrate","Ergocalciferol",9.39398526469154e-08,0.165875045670442
"9411","Glucosamine","Margaric Acid",9.4320725909888e-08,0.144282060650347
"9412","AMP","Indole-3-Carboxylic Acid",9.49585092749381e-08,0.259371574716843
"9413","Hypotaurine","Sorbitol",9.50182088225008e-08,-0.0664961636828645
"9414","5,6-Dihydrouracil","Creatine",9.5477651821823e-08,0.0369747899159664
"9415","Carnitine","FAD",9.5477651821823e-08,0.105553525758129
"9416","2-Aminoadipate","Citraconic Acid",9.56953468586755e-08,0.087504567044209
"9417","Acetylcholine","Hypoxanthine",9.5913140822014e-08,-0.22265253927658
"9418","1/3-Methylhistidine","5,6-Dihydrouracil",9.66713949744845e-08,0.128352210449397
"9419","5,6-Dihydrouracil","Retinol",9.67195109025065e-08,-0.114651077822433
"9420","Glucose","Histamine",9.67195109025065e-08,-0.228169528681038
"9421","Cholecalciferol","N2,N2-Dimethylguanosine",9.76898185327681e-08,-0.321848739495798
"9422","5-Methylcytidine","Cysteinyl-Glycine (Cys-Gly)",9.82102659027176e-08,0.22035074899525
"9423","5-Methylcytidine","Glutaric Acid",9.87183406854278e-08,-0.217099013518451
"9424","GMP","Urate",9.88227762974637e-08,0.125246620387285
"9425","Adenine","Glutaric Acid",9.97179499599689e-08,0.103470953598831
"9426","Phosphoserine","Tryptophan",1.00427518149007e-07,0.181585677749361
"9427","betaAlanine","Oxalacetate",1.0079452691514e-07,-0.181512605042017
"9428","Ethanolamine","Guanosine",1.01506063489125e-07,-0.271501644135915
"9429","Carnitine","Lysine",1.01822474705406e-07,-0.0220679576178297
"9430","Acetylcarnitine","Pyridoxamine",1.02896049980822e-07,0.0845085860431129
"9431","FAD","Tryptophan",1.03016907493881e-07,-0.0351114358786993
"9432","Tryptophan","Xanthine",1.04750509350868e-07,-0.116002922908294
"9433","Acetylcarnitine","Arginine",1.05553289869055e-07,0.1044208987943
"9434","Inosine","Margaric Acid",1.05559298267688e-07,-0.130544391669711
"9435","ADP","Ethanolamine",1.07696906981785e-07,-0.362148337595908
"9436","Dimethylarginine (A/SDMA)","Ergocalciferol",1.08066908860781e-07,-0.121191085129704
"9437","Glutamic acid","Hydrocinnamic Acid",1.08446344504505e-07,-0.0232005845816588
"9438","Agmatine","NADH",1.0852646387672e-07,0.146218487394958
"9439","cAMP","Homoarginine",1.09099753304735e-07,0.0282791377420533
"9440","Adenine","Cholecalciferol",1.09161780348445e-07,0.0472415052977713
"9441","Oxalacetate","Riboflavin",1.09319641972835e-07,0.177091706247717
"9442","6-Methyladenosine","Oxalacetate",1.09540728268178e-07,-0.235184508586043
"9443","Asparagine","Serine",1.10155872387679e-07,0.05758129338692
"9444","Carnitine","Pipecolate",1.10745205931546e-07,-0.0955791012056997
"9445","cGMP","Succinylcarnitine",1.10997363355402e-07,0.138472780416514
"9446","Cholesteryl Sulfate","Sorbitol",1.11533540504748e-07,0.184691267811472
"9447","Pseudouridine","Threonine",1.11533540504748e-07,-0.0917793204238217
"9448","Dimethylarginine (A/SDMA)","Myristic Acid",1.1200054371004e-07,0.262404092071611
"9449","Glucoronate","N6-Trimethyllysine",1.1200054371004e-07,-0.0998173182316405
"9450","Inosine","UMP",1.130091722123e-07,0.132371209353307
"9451","N2,N2-Dimethylguanosine","Oxidized Glutathione",1.13180835280446e-07,0.193240774570698
"9452","3-Methyl-3-Hydroxyglutaric Acid","Xanthine",1.1334273574309e-07,-0.0963829009864816
"9453","Acetylcarnitine","Suberic Acid",1.14260870568258e-07,0.0154183412495433
"9454","Niacinamide","o-Phosphoethanolamine",1.14396583938487e-07,-0.0657654366094264
"9455","7-Methylguanine","Linolenic Acid",1.15403642363833e-07,0.119327731092437
"9456","Lactate","NADH",1.15526199180154e-07,-0.163427109974425
"9457","Adenine","UMP",1.15871757467049e-07,-0.0839970770917063
"9458","Hydrocinnamic Acid","N-Ac-L-Glutamine",1.17577469234936e-07,-0.152758494702229
"9459","Adipic Acid / 3-Methylglutaric Acid","Hypoxanthine",1.17843208434993e-07,-0.219327731092437
"9460","3-Aminoisobutyrate","Choline",1.17949765446477e-07,0.205882352941177
"9461","3-Hydroxypropionic Acid","N-Ac-Phenylalanine",1.18814016965678e-07,-0.0843624406284253
"9462","Adenylosuccinate","Agmatine",1.20219828982854e-07,0.212239678480088
"9463","Allantoin","Neopterin",1.20219828982854e-07,0.13474607234198
"9464","Asparagine","Phosphotyrosine",1.2025871985095e-07,0.115454877603215
"9465","Pipecolate","Suberic Acid",1.20491432285603e-07,0.075776397515528
"9466","3-Hydroxypropionic Acid","Methionine",1.21869593025437e-07,0.0332115454877603
"9467","DHAP/D-GA3P","Hypoxanthine",1.21869593025437e-07,0.150602849835586
"9468","Lactose/Trehalose","Sarcosine",1.23165592301082e-07,-0.222579466569236
"9469","Cystathionine","Glutamic acid",1.23174359146851e-07,0.195177201315309
"9470","4-Guanidinobutanoate","UMP",1.23193162171559e-07,0.0309462915601023
"9471","3-Hydroxyisovaleric Acid","Riboflavin",1.23697699079665e-07,0.248958713920351
"9472","5-Methylcytidine","Reduced Glutathione",1.23706154891686e-07,0.258750456704421
"9473","Adipic Acid / 3-Methylglutaric Acid","Pipecolate",1.23710979357939e-07,0.0906832298136646
"9474","AMP","DHAP/D-GA3P",1.23837969975069e-07,-0.206540007307271
"9475","Adenosine","Dimethylarginine (A/SDMA)",1.24109990516314e-07,-0.294556083302886
"9476","Adenosine","Hypoxanthine",1.24141965105769e-07,-0.127658019729631
"9477","Hypoxanthine","S-Methylcysteine",1.24380905359832e-07,-0.064377055169894
"9478","2'-Deoxycytidine","Tryptophan",1.24604768192655e-07,0.380891487029595
"9479","Citrulline","Glutamine",1.24972577869446e-07,0.0204238217025941
"9480","Indole-3-Carboxylic Acid","N2,N2-Dimethylguanosine",1.26281498294964e-07,0.33858238947753
"9481","Lactate","UDP-GlcNAc",1.27051261313061e-07,0.089404457435148
"9482","ADP","N-AcetylGlycine",1.28276355316817e-07,-0.181877968578736
"9483","Anthranilic Acid","Threonine",1.29175788862714e-07,-0.0558640847643405
"9484","Guanosine","Imidazoleacetic Acid",1.29622674556515e-07,-0.25893313847278
"9485","AMP","cGMP",1.29910905906239e-07,-0.261929119473877
"9486","Glucose","Reduced Glutathione",1.29910905906239e-07,-0.172122762148338
"9487","Acetylcarnitine","FAD",1.30271580864257e-07,0.145012787723785
"9488","2-Hydroxyphenylacetate","Acetylcarnitine",1.30422504896873e-07,-0.00591888929484837
"9489","Cystathionine","IMP",1.30808176911295e-07,-0.107307270734381
"9490","Asparagine","Pantothenate",1.3092588616096e-07,-0.0440263061746438
"9491","Glycerol-3-P","iso-Leucine /allo-isoLeucine",1.3105798120934e-07,-0.353343076360979
"9492","Arabitol/Xylitol","Valine",1.31439574990003e-07,-0.124333211545488
"9493","3-Hydroxypropionic Acid","L-2-Aminobutyric Acid",1.31880833795118e-07,0.132078918523931
"9494","ADP","Ornithine",1.31971101229437e-07,-0.16890756302521
"9495","betaAlanine","Citraconic Acid",1.33769814283899e-07,-0.124990865911582
"9496","2-Hydroxyphenylacetate","N-Acetyl-Aspartate (NAA)",1.34604479135333e-07,0.0197661673364998
"9497","Glucosamine","Phosphorylcholine",1.34702831352946e-07,-0.0593350383631714
"9498","Aspartic Acid","N2,N2-Dimethylguanosine",1.35641417443654e-07,-0.257654366094264
"9499","Asparagine","Oxidized Glutathione",1.36097477867194e-07,-0.271136280599196
"9500","Histamine","o-Phosphoethanolamine",1.367098196856e-07,-0.155096821337231
"9501","Proline","Sedoheptulose 7-Phosphate",1.37041326119264e-07,0.0584581658750457
"9502","N-Acetyl-Aspartate (NAA)","N-AcetylGlycine",1.37758490377036e-07,0.0528315674095725
"9503","Acetylcarnitine","Citraconic Acid",1.389429158923e-07,0.0856777493606138
"9504","5,6-Dihydrouracil","Phenylacetic Acid",1.39569365874009e-07,-0.158458165875046
"9505","Erythrose-4-Phosphate","Linolenic Acid",1.41004388115964e-07,-0.251077822433321
"9506","Linoleic Acid","N6-Acetyl-Lysine",1.41795542483715e-07,-0.15374497625137
"9507","ADP","N-Ac-L-Glutamine",1.4185249034757e-07,0.205516989404457
"9508","Histamine","UDP-Glucose",1.4433445862501e-07,-0.182352941176471
"9509","Argininosuccinate","Myristic Acid",1.44424499896366e-07,0.209170624771648
"9510","3-Aminoisobutyrate","3-Hydroxyisovaleric Acid",1.44948229239844e-07,0.143697478991597
"9511","cGMP","n-Glycylproline",1.46217959945408e-07,0.253379612714651
"9512","3-Aminoisobutyrate","Carnitine",1.47720712918892e-07,-0.145341614906832
"9513","Glycine","Riboflavin",1.47910655359575e-07,0.186700767263427
"9514","2-Hydroxyisobutyrate/2-Hydroxybutyrate","Glucoronate",1.48510133076689e-07,-0.0668249908659116
"9515","2-Aminoadipate","S-Adenosylmethionine (SAM)",1.48551886056303e-07,-0.18655462184874
"9516","2-Aminoadipate","Cadaverine",1.49481245033002e-07,0.14990865911582
"9517","IMP","Sarcosine",1.49673814592669e-07,-0.213481914504932
"9518","2-Aminoadipate","3-Hydroxypropionic Acid",1.50437498972901e-07,-0.237303617099014
"9519","Threonine","Xanthurenic Acid",1.50754911913249e-07,-0.252027767628791
"9520","Alpha-Ketoglutaric Acid","Fructose",1.51725150234278e-07,0.0386189258312021
"9521","3-Methyl-3-Hydroxyglutaric Acid","5'-Methylthioadenosine",1.52121812473256e-07,0.198721227621483
"9522","2-Hydroxyisobutyrate/2-Hydroxybutyrate","Linolenic Acid",1.52176276190918e-07,-0.193350383631714
"9523","1/3-Methylhistidine","Deoxycarnitine",1.52331978619858e-07,0.126342710997442
"9524","Histamine","Indole-3-Carboxylic Acid",1.52331978619858e-07,0.165290464011692
"9525","gamma-Aminobutyrate","Succinate",1.54118580655943e-07,0.245012787723785
"9526","Orotate","Xanthurenic Acid",1.55030520339818e-07,0.00284983558640848
"9527","Azelaic Acid","L-Kynurenine",1.55110399884672e-07,-0.108147606868835
"9528","5'-Methylthioadenosine","Ethanolamine",1.56501235986802e-07,0.153196930946292
"9529","2-Aminoisobutyric Acid","Ornithine",1.56563038280984e-07,0.0514066496163683
"9530","2-Aminoisobutyric Acid","cGMP",1.57485657438266e-07,-0.0746437705516989
"9531","Homoarginine","N-Ac-L-Glutamine",1.57957347757157e-07,0.130032882718305
"9532","2-isoPropylmalic Acid","Sorbitol",1.58276531218537e-07,-0.193752283522105
"9533","2-Aminoadipate","Palmitic Acid",1.58485298184124e-07,0.192363902082572
"9534","3-Aminoisobutyrate","N-Acetyl-Aspartate (NAA)",1.58485298184124e-07,-0.256083302886372
"9535","Adenine","Proline",1.59070476787721e-07,0.107782243332115
"9536","Reduced Glutathione","Taurine",1.59176574103671e-07,0.110157106320789
"9537","2-Aminoadipate","Arginine",1.59341379929634e-07,0.00683229813664596
"9538","4-Pyridoxic Acid","Sedoheptulose 7-Phosphate",1.59479615905057e-07,-0.150748995250274
"9539","2'-Deoxycytidine","Glycine",1.59975844208714e-07,-0.0199853854585312
"9540","Cholesteryl Sulfate","Spermidine",1.60488290691783e-07,-0.211874314943369
"9541","Glycine","Retinol",1.61586115110447e-07,0.133942272561198
"9542","Azelaic Acid","Xanthosine",1.61790300335212e-07,-0.232151991231275
"9543","Aminolevulinate","L-Kynurenine",1.61825164985923e-07,-0.015527950310559
"9544","Betaine","Reduced Glutathione",1.62416648183138e-07,0.199269272926562
"9545","Fructose","Homocitrulline",1.64407157307207e-07,-0.108184143222506
"9546","4-Pyridoxic Acid","Arabitol/Xylitol",1.65870708525573e-07,0.350602849835586
"9547","N-Acetyl-Aspartate (NAA)","Phenylalanine",1.66526781663878e-07,-0.163317500913409
"9548","N-Ac-L-Glutamine","Niacinamide",1.66930370822974e-07,-0.191267811472415
