"rowname","colname","p_means","R_means","pvalue","R_squared","p_F_all","R_F_all","p_F","R_F","p_M_all","R_M_all","p_M","R_M","p_SD","R_SD"
"GMP","N-Ac-Arginine",4.97082274475867e-06,0.148543480267003,4.22880655829733e-07,0.121858812449163,0.0415474013685918,0.086886616502669,NA,NA,NA,NA,0.00254379856253436,0.230541871921182,NA,NA
"Reduced Glutathione","Taurine",0.00178318518795466,0.148543480267003,5.68307500884468e-05,0.131807868487521,5.14522522068271e-06,-0.189465560486205,0.0104806594529719,-0.153694581280788,1.59176574103671e-07,0.110157106320789,5.68045569159191e-05,0.0472906403940887,NA,NA
"n-Glycylproline","Ribose-5-P",4.90650227929546e-18,0.148605001691839,2.10516697383415e-19,0.195346547369322,1.56742135682491e-20,0.272718502797608,1.13051955040463e-08,0.173891625615764,4.16751429888036e-06,0.0495067592254293,0.00112528056488936,-0.0408866995073892,NA,NA
"Cysteinyl-Glycine (Cys-Gly)","N-Ac-L-Glutamine",1.27925776650332e-16,0.148605001691839,7.68876791857302e-09,0.0793099019649814,0.00828176127041341,0.0959225673676764,1.25225229482132e-06,0.128571428571429,NA,NA,4.96059797247074e-07,0.0443349753694581,NA,NA
"2-Hydroxyisobutyrate/2-Hydroxybutyrate","Proline",8.8128314315898e-13,0.148605001691839,8.31817525837058e-07,0.0912410634016867,NA,NA,0.00292649228861121,0.158128078817734,5.08214312438192e-07,-0.0496894409937888,7.90919047429105e-14,0.012807881773399,NA,NA
"Niacinamide","Trigonelline",1.60700518660581e-09,0.148666523116675,1.42099070068535e-05,0.129654522881973,NA,NA,0.0187476614385729,-0.0221674876847291,9.78685193975618e-07,0.215674095725247,2.59022632778667e-14,0.262068965517241,NA,NA
"Glycine","Ornithine",4.72478617692095e-07,0.148666523116675,2.05375539558686e-10,0.158311571557002,1.25953106902863e-17,0.105280082320406,1.08482731585848e-14,0.211330049261084,6.739644374442e-05,0.129338691998539,0.000114312883387828,0.0571428571428571,NA,NA
"4-Pyridoxic Acid","5'-Methylthioadenosine",6.6781717005048e-06,0.148728044541512,2.12446582698868e-08,0.218579562481271,9.77266562081449e-14,0.147726541899801,8.09660683331062e-19,0.199014778325123,NA,NA,0.001515631848704,0.103940886699507,NA,NA
"2-Aminoadipate","ADP",4.6099900247533e-05,0.148728044541512,2.38816490043211e-12,0.197940836508412,4.32151155188624e-25,0.335519969129848,1.65690964883199e-24,0.43448275862069,0.0159711887067777,0.102594081110705,0.00703564018280797,-0.0773399014778325,NA,NA
"Acetylcholine","S-Adenosylmethionine (SAM)",2.07606517622868e-11,0.148789565966348,0.00141363532097371,0.0947514876493001,2.51277956719033e-21,0.267412695350183,2.23310305861964e-22,0.296551724137931,NA,NA,0.000961806095488152,0.0960591133004926,NA,NA
"Azelaic Acid","Tyrosine",1.01829544862208e-12,0.148851087391184,1.46424991543554e-12,0.103750160537694,0.000468145327689202,-0.230754389349797,0.00990059163231358,-0.192118226600985,5.71670592573576e-23,0.21362805991962,3.57476346536552e-16,0.299014778325123,NA,NA
"7-Methylguanine","IMP",1.02881878977315e-11,0.14891260881602,1.9692753188103e-12,0.148516631705124,8.59472178817317e-09,0.109685510322207,4.95907073096487e-11,0.148768472906404,0.00026095129427557,0.177055169894045,4.06558719265071e-05,0.169950738916256,NA,NA
"2-Aminoisobutyric Acid","Valine",4.04199806344283e-11,0.14891260881602,7.67967285529173e-05,0.0352112676056338,0.0258659416687301,0.003955238278989,6.7990086106153e-09,0.198029556650246,4.74418312855694e-05,-0.169053708439898,0.0400306352975034,-0.0251231527093596,NA,NA
"3-Hydroxypropionic Acid","Glutamine",2.30701143232393e-15,0.149158694515365,6.8662681241529e-14,0.0534483496725031,1.00558518217838e-06,-0.126278217248698,0.0409434099351619,-0.0408866995073892,NA,NA,NA,NA,NA,NA
"Arginine","Hypotaurine",1.07451288546269e-08,0.149158694515365,7.87372900561151e-10,0.131713686373561,NA,NA,NA,NA,3.57303343344184e-17,0.1274388016076,1.46785857899678e-13,0.157142857142857,NA,NA
"2-Hydroxyphenylacetate","Linoleic Acid",1.36633113549742e-19,0.149220215940201,6.94178840997957e-17,0.101232929491845,NA,NA,0.0100997207706839,0.0512315270935961,0.00642111083461264,-0.0900986481549142,NA,NA,NA,NA
"2-Aminoisobutyric Acid","Nicotinic Acid",2.31033625837154e-08,0.149220215940201,0.000404427843113749,0.117415129072306,NA,NA,NA,NA,NA,NA,0.0306872658610763,0.139408866995074,NA,NA
"gamma-Aminobutyrate","S-Adenosylmethionine (SAM)",1.09156441534236e-15,0.149281737365037,6.73138228525131e-28,0.21320261997517,5.77584506545195e-08,0.0602932664480031,0.000562915214757228,-0.0344827586206896,4.35889702368491e-21,0.180124223602485,5.76977218081254e-08,0.0615763546798029,0.0448219047530966,0.511822660098522
"Carnitine","Homoarginine",1.06862265718554e-19,0.149466301639546,5.2348905766462e-21,0.158440001712402,NA,NA,0.000256004635401556,-0.0541871921182266,9.63398310962743e-29,0.294336865180855,0.00041092594225093,0.104926108374384,NA,NA
"5,6-Dihydrouracil","Fructose",0.0394940288123878,0.149466301639546,NA,NA,8.39751881258789e-09,-0.200559521512638,1.55060198728021e-09,-0.333497536945813,0.0497106043190669,0.167811472415053,NA,NA,NA,NA
"Creatine","Pantothenate",8.38447007433228e-05,0.149589344489218,NA,NA,NA,NA,NA,NA,1.68309540626057e-32,-0.273364998173182,0.00144515173515628,-0.114778325123153,NA,NA
"Niacinamide","Pyridoxamine",3.46541380461504e-18,0.149896951613399,4.3324454337983e-10,0.0941521469240978,0.000104058370739988,-0.233069650781401,0.0227381530815029,-0.233497536945813,NA,NA,0.00560566889058543,0.111330049261084,NA,NA
"Retinol","Sucrose",5.58232722635134e-11,0.149896951613399,4.01404256985331e-11,0.124050687101331,1.95552588614281e-20,0.053926297511094,2.49294067893433e-25,0.165024630541872,1.00305126334112e-41,0.395104128607965,7.67127915627705e-50,0.483251231527093,NA,NA
"3-Aminoisobutyrate","Phenylacetic Acid",5.21099144664041e-12,0.150019994463072,2.79716565140666e-10,0.129568902778372,NA,NA,9.47876191696663e-11,-0.272906403940887,2.00505160609567e-06,0.0887468030690537,2.6514450500607e-11,0.16256157635468,0.0137783682162402,-0.57192118226601
"Thiamine","UDP-Glucose",1.73447336872733e-07,0.150019994463072,8.07721439765374e-08,0.0961171283017252,NA,NA,NA,NA,4.69006227786982e-10,0.136609426379247,2.12920600130486e-06,0.2,NA,NA
"Ethanolamine","Linolenic Acid",1.10295809314686e-11,0.150266080162417,1.59058674325414e-05,0.114324243332334,9.23978918125523e-06,-0.121840632838125,0.0104305219077783,-0.0714285714285714,0.0162644015112385,-0.0740957252466204,0.00677066947536377,-0.154679802955665,NA,NA
"Cholesteryl Sulfate","Taurine",6.42216230370037e-15,0.150327601587253,4.04832399141131e-11,0.102962455584571,NA,NA,0.00198286687125156,-0.232019704433498,0.00032067183728628,0.00803799780781878,0.0498852655549552,-0.000985221674876847,NA,NA
"Glutaric Acid","Pyroglutamic Acid",1.74872952218988e-09,0.150327601587253,1.24126880579796e-08,0.162746692923498,0.000398610144237195,-0.118078333011769,3.47058611847733e-15,-0.321674876847291,5.94881485969699e-27,0.409353306540007,2.56582551565547e-33,0.500985221674877,NA,NA
"Anthranilic Acid","Trigonelline",0.00121574558682186,0.150327601587253,6.54412649315811e-08,0.18161736375701,5.77801230367254e-14,0.314939867515596,1.29473656966286e-09,0.292610837438424,5.37091044423852e-15,0.114614541468761,6.02850000057447e-12,0.132512315270936,NA,NA
"Linolenic Acid","Riboflavin",4.11191747420256e-24,0.150389123012089,1.67536606157761e-40,0.28682734706109,4.28053943008996e-07,0.108978069329217,NA,NA,2.31317448359496e-13,0.20365363536719,0.00216725523366422,0.106896551724138,NA,NA
"2'-Deoxycytidine","Alpha-Ketoglutaric Acid",9.84698278671567e-11,0.150389123012089,2.6347973476902e-15,0.186990025257931,6.93695210938236e-30,0.190623191202007,5.9596125093852e-22,0.143349753694581,7.97242830212889e-06,0.168396054073803,NA,NA,NA,NA
"Homocitrulline","Methionine",1.17824267116513e-18,0.15069673013627,4.49882414750928e-16,0.085530202491545,4.16953124218002e-07,-0.2675091645765,7.31521581285741e-05,-0.195566502463054,4.71906178500701e-36,0.36507124588966,3.39311463168615e-33,0.445812807881773,NA,NA
"betaAlanine","S-Adenosylmethionine (SAM)",1.05616281353992e-08,0.15069673013627,7.9327487962266e-15,0.17624898326127,NA,NA,NA,NA,1.63175633519222e-05,0.113262696382901,NA,NA,NA,NA
"7-Methylguanine","N-Ac-Phenylalanine",0.00188305549724103,0.15069673013627,8.62374893882111e-08,0.109328310287255,2.12632998795436e-11,0.200752459965271,6.60482470382818e-07,0.261083743842364,NA,NA,0.0316799608830425,-0.0231527093596059,NA,NA
"3-Methyl-3-Hydroxyglutaric Acid","Alpha-Ketoglutaric Acid",0.00111718222789565,0.150819772985942,1.51522197502294e-09,0.172327582516375,1.040753510584e-45,0.460704868480288,2.66575580228199e-62,0.593103448275862,9.18436929796653e-11,0.089002557544757,0.0305200212668371,0.0487684729064039,NA,NA
"4-Hydroxybenzoic Acid","N-Ac-Phenylalanine",0.0014187050154002,0.150942815835615,0.00160991477567451,0.067365897512736,4.07101149159066e-07,0.291658627564474,6.48383615920822e-07,0.364039408866995,NA,NA,NA,NA,NA,NA
"Glutamine","S-Adenosylmethionine (SAM)",2.76743600861419e-15,0.151004337260451,1.74602193196787e-10,0.0983175649642536,NA,NA,NA,NA,1.22341817528459e-11,-0.165107782243332,2.96772120467296e-15,-0.24679802955665,NA,NA
"2-Aminoadipate","Oxalacetate",0.000466764590335362,0.151004337260451,NA,NA,NA,NA,NA,NA,3.92913354446973e-08,0.224552429667519,2.02500253934895e-11,0.260591133004926,NA,NA
"3-Aminoisobutyrate","Cystathionine",0.000175123435120709,0.151065858685287,NA,NA,7.1644602278255e-15,0.293073509550453,7.79904015233095e-33,0.358128078817734,0.000310430662105463,-0.0655096821337231,2.60213287076117e-06,-0.141379310344828,NA,NA
"Arabitol/Xylitol","Deoxyguanosine",6.62502649662941e-06,0.151250422959796,0.00311902662932972,0.0899781668735819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5'-Methylthioadenosine","Arabitol/Xylitol",0.0110530364160191,0.151250422959796,0.00122618275203732,0.100505158611242,1.85977965020351e-08,0.0665959225673677,3.91589006978717e-19,0.182266009852217,0.000545434692680591,0.123639020825722,NA,NA,NA,NA
"1-Methylnicotinamide","5-Methylcytidine",1.33352701138632e-09,0.151311944384632,0.00281438143468656,0.0592277066655251,2.76537769974211e-06,0.130458550389093,7.86458442858956e-08,0.278817733990148,0.00161643365426371,-0.16678845451224,NA,NA,NA,NA
"2-Hydroxyphenylacetate","Glutamic acid",0.0023570798190139,0.151558030083977,NA,NA,4.35403709615393e-08,0.216734195125088,9.00846881099238e-07,0.259113300492611,1.04103503849065e-05,-0.0309828279137742,NA,NA,NA,NA
"betaAlanine","UDP-Glucose",2.53750322777624e-12,0.151619551508813,4.85063189853381e-18,0.198801318549595,1.26719265206514e-05,0.0840568525307094,NA,NA,4.46120459241527e-09,0.277420533430764,2.44414422970935e-12,0.336945812807882,NA,NA
"Cystathionine","NADH",5.76813687800935e-05,0.151619551508813,1.16723104289551e-05,0.199486279378398,0.000154767751420064,0.128497009453984,5.9589813178918e-05,0.124630541871921,0.00090590634528939,0.176872488125685,0.000183059053235854,0.168472906403941,NA,NA
"Guanine","IMP",0.0342042277415461,0.151619551508813,0.000383131978571403,0.246560212337857,NA,NA,0.0184599055679757,0.0650246305418719,4.56176938970942e-26,0.359956156375594,7.77385204008515e-11,0.285714285714286,0.00899375303402783,0.243349753694581
"PEP","Thiamine",1.88344825267221e-18,0.151681072933649,1.96544730423139e-20,0.182238109508112,2.04703197479553e-08,-0.0572062512058653,NA,NA,6.51439888284106e-37,0.341541834124954,2.4671616916691e-30,0.321674876847291,0.00122299614736322,0.668472906403941
"n-Glycylproline","Sedoheptulose 7-Phosphate",7.98860850169813e-22,0.151804115783322,3.18829397300905e-25,0.235249796652254,1.39167053401733e-16,0.280307415267863,1.20901628949111e-06,0.133497536945813,9.43250225276367e-22,0.128242601388381,5.57180533192885e-10,-0.0369458128078818,NA,NA
"7-Methylguanine","Reduced Glutathione",1.78620314313812e-10,0.151804115783322,1.98350113455021e-08,0.0321931589537223,0.0103761311976306,-0.0336034471670204,8.39075501160753e-05,0.119211822660098,0.025737403770994,0.0593350383631714,0.00394253066242741,0.123645320197044,NA,NA
"Alpha-Ketoglutaric Acid","Lysine",5.23997508745402e-08,0.151804115783322,6.50186480807179e-09,0.167002012072435,2.09885934602801e-13,-0.201074024052994,3.50592129951586e-18,-0.310344827586207,0.00713768312137719,0.102447935696018,NA,NA,NA,NA
"Lactate","N-AcetylGlycine",4.23246265638914e-07,0.151804115783322,4.0287592345191e-10,0.155554604221071,5.43076912116246e-40,0.447199176795935,6.73553048688675e-41,0.536945812807882,1.33371170867789e-08,-0.0899890390938984,2.2580034663097e-09,-0.1,NA,NA
"Citrulline","FAD",5.06663433681435e-23,0.151865637208158,1.31788965056937e-29,0.174506614153003,0.00764340468132161,0.00929320213518554,0.0251917253733403,0.0197044334975369,1.00475082658487e-14,0.0811107051516259,4.34154630982361e-05,0.0231527093596059,NA,NA
"Acetylcholine","Sedoheptulose 7-Phosphate",5.95410543497772e-10,0.15198868005783,0.00696596300579123,0.107585941178989,6.79301271194571e-15,0.134188693806676,2.39380784403499e-10,0.0778325123152709,NA,NA,0.000209453302724947,0.17192118226601,NA,NA
"Alanine","Tryptophan",2.07682023135889e-06,0.15198868005783,NA,NA,2.82821133906093e-08,0.12560293266448,1.11293619786407e-26,0.307881773399015,9.89419267783767e-14,-0.221337230544392,1.4836222506197e-07,-0.196059113300493,NA,NA
"ADP","Phosphoserine",1.58934067786911e-11,0.152050201482666,4.54374342750159e-17,0.18158739672075,2.70447302299802e-21,0.297350311917165,7.67617690654351e-24,0.279802955665025,8.46656477048627e-08,0.113153087321885,0.00999375661790603,0.038423645320197,NA,NA
"Cystine","Thiamine",0.000390277176716749,0.152050201482666,3.85450828082065e-05,0.11836979322745,0.0483218330539495,0.026850601324844,0.000106941763480311,0.0221674876847291,6.80401663422222e-14,0.171136280599196,3.3654481601311e-07,0.104926108374384,NA,NA
"Deoxyguanosine","Pseudouridine",0.0217401552111111,0.152050201482666,NA,NA,1.17818639431742e-12,0.316547687954209,6.00157046076344e-09,0.280788177339901,1.62843510962664e-16,0.29462915601023,2.76383354750093e-15,0.188177339901478,NA,NA
"4-Hydroxybenzoic Acid","Acetylcarnitine",2.59976146042567e-11,0.152173244332339,4.97914314763278e-12,0.142369108266621,0.000152750192072401,0.121101035436362,NA,NA,NA,NA,NA,NA,NA,NA
"Cystathionine","N-Ac-Alanine",0.00148597175379302,0.152173244332339,NA,NA,2.43513114646664e-29,0.405878191523571,7.96494324261346e-41,0.441379310344828,1.30305107545519e-12,-0.190427475337961,2.38564559267825e-12,-0.18423645320197,NA,NA
"GMP","Xanthurenic Acid",1.06656534670239e-12,0.152234765757175,2.75954433678579e-08,0.130035532342994,5.73093970799825e-15,0.1553797671876,1.63409315428512e-19,0.195566502463054,2.4007082218836e-12,0.133321154548776,1.98251660547747e-09,0.126108374384236,NA,NA
"Myristic Acid","Pyroglutamic Acid",1.07311464125284e-17,0.152419330031683,8.01128251658965e-12,0.076591463675671,1.46913820541599e-15,0.158691877291144,2.77175837811143e-21,0.17487684729064,NA,NA,NA,NA,NA,NA
"Cadaverine","Sucrose",7.4160558051841e-06,0.152419330031683,1.09499910684041e-05,0.148572284772465,1.94632910058519e-14,0.256543829185157,5.72349574149734e-13,0.178817733990148,6.67006751724267e-32,0.328059919620022,1.47004900581909e-36,0.446305418719212,0.0331303265341485,0.472906403940887
"Adenine","Citrulline",2.19915541404758e-17,0.152542372881356,1.15108313170581e-08,0.0594931289866861,NA,NA,0.000959643750234815,0.167980295566502,NA,NA,NA,NA,NA,NA
"betaAlanine","Glutamic acid",1.14678904819086e-05,0.152603894306192,8.78716350120565e-10,0.108998672888394,1.29317291269541e-07,0.140041160203229,0.00838086328112533,0.0517241379310345,1.15302270298476e-08,0.0807088052612349,5.72357770161819e-12,0.201970443349754,NA,NA
"Ribulose 5-Phosphate","Succinate",0.000408092546027287,0.152603894306192,7.02694750203161e-05,0.147099618990539,1.33188366073541e-22,0.278378030741527,2.02028246504055e-36,0.426600985221675,7.80286219460464e-21,0.207928388746803,6.23899572633763e-12,0.161083743842365,NA,NA
"Arginine","Succinate",0.00406387627044801,0.152603894306192,NA,NA,0.0072061645772222,0.0719338864235642,0.0307772290645311,0.110837438423645,5.51196499393925e-10,-0.221154548776032,0.00169717363419835,-0.0916256157635468,NA,NA
"betaAlanine","G6P",3.39316244414725e-12,0.152726937155864,3.94407872947638e-15,0.163457339783381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phosphorylcholine","Pyroglutamic Acid",0.000366726547243816,0.152726937155864,0.000716930015159171,0.192272785650071,9.57026013761748e-20,0.396456363753296,6.85086995553839e-26,0.478817733990148,0.00024490872615847,-0.0199123127511874,2.18475609235867e-05,-0.25615763546798,NA,NA
"Acetylcholine","Glucosamine",4.54086940587237e-11,0.152788458580701,NA,NA,1.14618440154247e-23,0.253424657534247,8.94841378030326e-19,0.26551724137931,NA,NA,6.66272492529463e-05,0.143349753694581,NA,NA
"2-Aminoisobutyric Acid","Tryptophan",1.94964575519637e-07,0.152788458580701,0.00259749365457196,0.0937839804786164,5.70010601768182e-20,0.249180011576307,4.37339164735822e-40,0.395566502463054,1.28714028844486e-10,-0.205772743880161,3.38513224128996e-10,-0.190147783251231,NA,NA
"2-Aminoadipate","Pantothenate",3.51698645109672e-07,0.152911501430373,0.00493566540296576,0.0308061132753971,0.00134467783806748,0.0810341501061162,4.85305427562539e-08,0.223152709359606,0.00759709376336808,-0.00880526123492876,NA,NA,NA,NA
"Glucose","Phosphotyrosine",8.50844337863251e-13,0.153157587129718,4.28835822479951e-15,0.186095295175307,3.41380892527762e-12,0.151906875040196,1.10816048299435e-06,0.128571428571429,1.15767501910625e-14,0.286152721958349,0.000108572084869659,0.177339901477832,NA,NA
"Hydrocinnamic Acid","Serine",2.33054532261165e-10,0.153157587129718,1.77939170642213e-07,0.205959159210583,2.82180747837526e-09,0.19634703196347,1.1249613827454e-13,0.216256157635468,4.65341571520966e-31,0.367701863354037,2.21582020400984e-18,0.236945812807882,NA,NA
"3-Methyl-3-Hydroxyglutaric Acid","Taurine",0.00949839860646003,0.15328062997939,NA,NA,0.000223658831189518,-0.0871117113640749,NA,NA,1.84827994745964e-09,-0.0447570332480818,7.17019926841849e-07,-0.0142857142857143,0.0242716173026514,-0.473891625615763
"2-Hydroxyglutarate","Erythrose-4-Phosphate",3.08813544289692e-20,0.153342151404226,3.00224771685119e-15,0.0990838648914765,NA,NA,NA,NA,1.20888961009179e-37,0.367299963463646,7.43858795706612e-24,0.319211822660098,NA,NA
"NADH","Pyridoxamine",4.25304565813278e-10,0.153342151404226,4.99714503747098e-07,0.13167515732694,0.0192044856288907,0.186185606791434,0.0114356757248779,0.233497536945813,NA,NA,NA,NA,NA,NA
"2-Aminoadipate","Palmitic Acid",6.6313347883703e-06,0.153342151404226,0.00222781930411104,0.121362215848281,0.0123058615967345,0.0700688147147727,0.00145786334600087,0.087192118226601,1.58485298184124e-07,0.192363902082572,2.16722924540274e-11,0.249261083743842,NA,NA
"Cytidine","Thiamine",0.000579196465327498,0.153342151404226,7.70513392824831e-09,0.175602551479087,4.86834008773281e-06,0.112579587111711,0.00485781627170864,0.0950738916256157,8.6731075638081e-23,0.264596273291925,3.5552919988218e-12,0.243349753694581,NA,NA
"Aspartic Acid","Homocitrulline",0.00181558825348358,0.153342151404226,NA,NA,8.63597003858486e-09,0.327673805389414,0.0026217351403462,0.290147783251231,0.01222483739461,0.0578005115089514,NA,NA,NA,NA
"N-Ac-Phenylalanine","Pyroglutamic Acid",1.85936713224548e-15,0.153403672829063,3.58522842190242e-12,0.106789674215506,0.000227365533034004,-0.00180075889124703,0.0332900434762689,-0.0354679802955665,3.37639480149509e-11,0.155206430398246,1.33974270060859e-22,0.280788177339901,NA,NA
"Lactose/Trehalose","Linolenic Acid",2.47542493678625e-07,0.153588237103571,0.00420001588625258,0.083411104927437,0.000423340007698062,-0.106759277123931,NA,NA,0.000497435217801969,0.0959079283887468,0.00155921186696844,0.104433497536946,NA,NA
"Glycerophosphocholine","Histidine",1.11632984364128e-19,0.153649758528407,4.93601261765539e-24,0.169009803501862,1.1733978856715e-09,0.115763071580166,0.000189661753620923,0.074384236453202,3.51522913620174e-16,0.198794300328827,3.02796995935063e-11,0.210837438423645,0.00296831631694553,0.517733990147783
"1/3-Methylhistidine","Agmatine",2.42396447244303e-07,0.153711279953244,1.22445849256639e-08,0.187867631319834,6.16604207948311e-15,0.256543829185157,3.72708571188558e-27,0.415270935960591,2.02044830070244e-20,0.28271830471319,2.00836120358773e-08,0.093103448275862,NA,NA
"3-(4-Hydroxyphenyl)Propionate","Pseudouridine",1.69682216536659e-20,0.15377280137808,8.03651995541534e-21,0.199845883813519,NA,NA,NA,NA,1.02043175271521e-40,0.27964925100475,2.08286597963364e-30,0.280788177339901,NA,NA
"Alanine","Ethanolamine",5.93641601679854e-18,0.15377280137808,1.26972195402489e-05,0.0344321246628708,NA,NA,NA,NA,2.46643362379535e-25,-0.406649616368287,9.27142042205685e-16,-0.368965517241379,NA,NA
"Indole-2-Carboxylic Acid","Suberic Acid",5.96454371780709e-14,0.15377280137808,6.11791366910651e-11,0.0935570872040755,NA,NA,NA,NA,3.71668509972256e-11,0.0656923639020826,4.55825052073674e-12,0.142857142857143,NA,NA
"Dimethylarginine (A/SDMA)","G6P",8.94011294051212e-10,0.15377280137808,2.52065708439091e-12,0.173333618733679,1.59272249588249e-07,0.110200012862564,4.96405276800481e-09,0.173399014778325,7.64402537280113e-05,0.140409207161125,NA,NA,NA,NA
"S-Methylcysteine","Threonine",9.18404358907063e-19,0.153834322802916,3.83191599993559e-12,0.113519414358491,6.59181805112018e-06,-0.241108752974468,0.00471632349312255,-0.258128078817734,5.08825947356884e-08,-0.0837413226160029,NA,NA,NA,NA
"Acetylcholine","Cysteinyl-Glycine (Cys-Gly)",7.17297188026943e-16,0.153895844227752,2.96633716494798e-07,0.0957018707992637,5.02173939583378e-25,0.230529294488392,1.55377091698597e-25,0.338916256157635,NA,NA,0.000512961478568514,-0.0334975369458128,NA,NA
"3-Methyl-3-Hydroxyglutaric Acid","Carnitine",1.72129500992382e-05,0.153957365652588,8.32874716700639e-12,0.219444325527634,2.34535992781996e-23,0.382500482346132,1.29490788338981e-32,0.436945812807882,5.7806043804596e-13,0.193240774570698,NA,NA,NA,NA
"5-Methylcytidine","Linoleic Acid",1.26703674784863e-12,0.154018887077425,0.000881067627731804,0.0370478188278608,2.72390861844747e-08,0.193903144896778,8.44781185435011e-07,0.255665024630542,0.0207333379091984,-0.170040189989039,0.0428382371609238,0.0108374384236453,NA,NA
"3-Hydroxypropionic Acid","Homocitrulline",1.08186985147388e-14,0.154141929927097,9.10715431375701e-16,0.138880089044908,0.00519908445986015,0.0794263296675028,NA,NA,3.40895676896244e-06,0.0811472415052978,1.12894487196628e-09,0.183251231527094,NA,NA
"ADP","Aminolevulinate",1.30538612448383e-07,0.154141929927097,1.18006526898023e-09,0.211233357592363,4.2107789680186e-09,0.12106887902759,1.57014352235319e-08,0.108866995073892,2.07321234061732e-06,0.260869565217391,0.044985364345385,0.156650246305419,NA,NA
"1/3-Methylhistidine","Lysine",1.85441755576279e-14,0.154326494201606,6.18067751259454e-18,0.175486964339227,4.23008220945138e-13,-0.333783523056145,9.7575580845567e-21,-0.395073891625616,0.0124702853007853,-0.0550602849835586,NA,NA,NA,NA
"N-Ac-Phenylalanine","Retinol",2.44270403887224e-34,0.154449537051278,3.13921577433841e-23,0.101626781968406,NA,NA,0.0032743459026138,-0.411822660098522,5.13394116924471e-23,0.196857873584216,5.56724189713934e-38,0.304433497536946,NA,NA
"Glucose","Thiamine",1.868012928451e-15,0.154511058476114,3.13227169073442e-20,0.257712230831799,5.36505175395712e-05,0.115795227988938,NA,NA,8.02211063695428e-49,0.436974789915966,4.50977072815902e-21,0.243349753694581,0.0266248707960956,0.514285714285714
"Carnitine","Leucine /D-Norleucine",3.18074745122382e-16,0.154634101325787,7.7621398523843e-25,0.253157241320262,8.66529900788045e-09,0.139140780757605,9.59681137345872e-09,0.114285714285714,1.09060323933659e-40,0.364011691633175,8.37283532956688e-12,0.238916256157635,NA,NA
"Deoxyguanosine","Glutamine",3.66327939507851e-15,0.154634101325787,1.76533569370782e-05,0.080525707436106,1.49267045720518e-05,-0.135925139880378,NA,NA,NA,NA,NA,NA,NA,NA
"Dimethylarginine (A/SDMA)","PEP",1.18556487996666e-11,0.154634101325787,2.4052199700294e-13,0.159094995504945,3.65883951973908e-09,0.116502668981928,1.23349927265033e-14,0.211822660098522,6.5988097565324e-07,0.146364632809646,NA,NA,NA,NA
"3-(4-Hydroxyphenyl)Propionate","NADH",1.51409331954296e-10,0.154695622750623,3.34490246139174e-07,0.101258615522925,0.0366355374596836,-0.0156601710720947,6.26412988309186e-05,-0.119704433497537,NA,NA,0.000853929992429569,0.161576354679803,NA,NA
"3-Methyl-3-Hydroxyglutaric Acid","N-Ac-L-Glutamine",5.60065542422014e-07,0.154695622750623,7.04058883489412e-11,0.171462819470012,1.14623958423028e-18,0.335584281947392,5.94815990745038e-23,0.292610837438424,NA,NA,NA,NA,NA,NA
"NADH","Threonine",1.00351703895735e-14,0.154818665600295,5.47284161178564e-14,0.186150948242647,NA,NA,0.0242522383610359,0.135467980295566,3.59788554551719e-07,0.0961271465107782,1.61571994491233e-06,0.00197044334975369,NA,NA
"2-Aminoisobutyric Acid","Guanosine",6.2349442706687e-11,0.154818665600295,4.803371912809e-11,0.146658675456997,1.74014152789258e-10,0.188661650266898,2.24454306697567e-14,0.246305418719212,NA,NA,NA,NA,NA,NA
"G1P/F1P/F6P","Trigonelline",0.0488119820568598,0.154818665600295,NA,NA,NA,NA,0.00880541527690569,0.347783251231527,0.00912290373396964,0.15297771282426,0.00765464236744755,0.0866995073891625,NA,NA
"Adenosine","Proline",5.55330933572077e-11,0.154941708449968,9.97735526968277e-10,0.120420394708678,0.000648071337721243,0.0211589169721525,NA,NA,5.32963959319452e-25,0.177018633540373,1.02601402360995e-14,0.155172413793103,NA,NA
"Dimethylglycine","IMP",1.39054645975085e-06,0.155003229874804,5.52459492462297e-05,0.0777773021105356,0.000751571421212624,0.0266898192809827,4.21338537707849e-08,0.0532019704433497,2.66232926970148e-07,0.198903909389843,7.71797475252044e-15,0.358128078817734,NA,NA
"N6-Trimethyllysine","UDP-GlcNAc",1.95051118932072e-21,0.15506475129964,4.9222625701938e-22,0.192444025857271,NA,NA,NA,NA,2.58903312625687e-26,0.197661673364998,1.21455465566255e-10,0.0408866995073892,NA,NA
"1/3-Methylhistidine","5,6-Dihydrouracil",7.8997545303693e-10,0.15506475129964,1.06044508569531e-15,0.234068239222569,9.75517746147498e-17,0.287092417518812,2.27408074011913e-18,0.30935960591133,9.66713949744845e-08,0.128352210449397,NA,NA,NA,NA
"GMP","Pipecolate",4.52983743259301e-14,0.155126272724476,7.96623758298053e-08,0.060790273556231,5.50248451314722e-08,0.0948935622869638,2.51031829914261e-16,0.195566502463054,2.25734136223459e-09,0.0386919985385459,2.28644901800013e-10,0.112315270935961,NA,NA
"G6P","Glycerophosphocholine",5.9795726045588e-14,0.155126272724476,2.29102479214141e-10,0.0835309730724774,NA,NA,NA,NA,4.43149788430687e-20,0.204493971501644,1.5951604684147e-25,0.366009852216749,0.0418568315856477,0.561083743842364
