"rowname","colname","p_means","R_means","pvalue","R_squared","p_F_all","R_F_all","p_F","R_F","p_M_all","R_M_all","p_M","R_M","p_SD","R_SD"
"Maleic Acid","SAH",1.17627166996228e-78,-0.697191546956227,8.321396273025e-92,-0.648953294233486,1.70315704911194e-57,-0.523731429673934,3.62018160953602e-53,-0.63743842364532,1.68165162946973e-109,-0.706941907197662,9.33283517282026e-102,-0.772906403940886,5.59650934362001e-06,-0.838916256157635
"Hydrocinnamic Acid","SAH",1.91172266621357e-91,-0.696760896982374,6.11815388126787e-90,-0.599066740870756,3.69780183980892e-44,-0.384494179690012,5.90246858235464e-59,-0.586699507389162,8.26327771081294e-121,-0.75316039459262,3.77414019891149e-103,-0.789655172413793,0.00154412417373738,-0.754679802955665
"1/3-Methylhistidine","3-(4-Hydroxyphenyl)Propionate",1.19944001607807e-99,-0.696145682734012,9.76851329054716e-98,-0.606130399417783,1.30253165226058e-45,-0.369219885523185,7.82632853354582e-39,-0.389655172413793,3.25261082106486e-56,-0.452100840336135,1.33051617776026e-37,-0.428571428571428,0.0105278829275691,-0.624137931034483
"2-isoPropylmalic Acid","Uridine",2.20990504041767e-76,-0.696145682734012,1.4369578687963e-67,-0.605787919003382,1.09094436708554e-28,-0.479291272750659,1.68055432553114e-28,-0.510837438423645,6.32706660272636e-66,-0.682352941176471,8.67689546385863e-73,-0.800492610837438,0.00967269438456821,-0.649261083743842
"3HBA","Pyruvate",8.80510341282742e-79,-0.694976775662124,1.24642698084574e-66,-0.606335887666424,7.76567660258195e-33,-0.476236413917294,1.74999304434256e-31,-0.478817733990148,1.18605409705379e-51,-0.581841432225064,3.69358913873336e-44,-0.572413793103448,0.00722523921303172,-0.579310344827586
"Glucosamine","Taurine",8.96933509706197e-70,-0.693131132917038,2.99058315161247e-77,-0.643743310929406,1.28422302424923e-16,-0.359830214161682,2.04211726596829e-06,-0.327093596059113,1.27851166251347e-30,-0.355571793934965,1.84014511717993e-21,-0.395566502463054,0.00720521418989311,-0.608866995073892
"3-Hydroxyisovaleric Acid","Pyruvate",3.60694163816222e-82,-0.692762004368021,4.83838360709223e-71,-0.599618990538978,3.6254489284989e-39,-0.438227538748473,1.60186152847462e-43,-0.484729064039409,7.38317706256441e-47,-0.510230179028133,1.16576411498617e-40,-0.508866995073892,0.00179018079662865,-0.623645320197044
"Palmitic Acid","Ribulose 5-Phosphate",1.16814967680922e-63,-0.687102033283091,1.00471156779097e-68,-0.626191189691339,1.5383267825317e-29,-0.46073702488906,4.09226189962722e-23,-0.537931034482758,6.1527813499405e-43,-0.492363902082572,1.55285609521559e-31,-0.460591133004926,NA,NA
"Imidazoleacetic Acid","Pyridoxamine",7.29371473202731e-90,-0.686978990433418,6.99626223910162e-91,-0.616597457082923,2.99326827088441e-31,-0.350601324844041,1.1788581667138e-07,-0.262068965517241,1.50397100483523e-63,-0.617025940811107,6.20928970650127e-59,-0.698029556650246,0.00420785080194263,-0.673891625615763
"FAD","N6-Acetyl-Lysine",4.56940438370951e-69,-0.686732904734073,1.18330767556293e-67,-0.65779356993022,4.89213258564311e-07,-0.450446974081935,3.22457407389301e-12,-0.562068965517241,4.5792610186321e-43,-0.508111070515163,3.52561691836934e-44,-0.577832512315271,0.000276510948512753,-0.678325123152709
"D-Leucic Acid","UDP-GlcNAc",8.83523619137138e-90,-0.686609861884401,5.56990891406647e-81,-0.608377927137292,4.52118808761463e-49,-0.568718245546337,5.239685321134e-35,-0.552216748768473,3.17052329225311e-75,-0.600986481549141,2.828604700421e-88,-0.75615763546798,0.00233153798076179,-0.652709359605911
"1-Methylnicotinamide","SAH",4.51284942457973e-62,-0.685994647636039,7.22280004336343e-60,-0.633477460507727,5.38982624421294e-20,-0.374782944240787,6.83071761791396e-16,-0.36256157635468,1.9358363866893e-103,-0.79788089148703,7.18278087988382e-123,-0.867980295566502,7.16782387717996e-07,-0.877832512315271
"Glyceraldehyde","Taurine",1.23119955642115e-70,-0.684764219139315,2.2378271653875e-83,-0.701468384776746,7.0435937752316e-21,-0.396199112483118,0.000119261537208781,-0.242364532019704,1.50367767140252e-31,-0.407014979905006,1.15941608467541e-21,-0.375369458128079,NA,NA
"3HBA","Alpha-Ketoglutaric Acid",3.81155223477567e-73,-0.684149004890953,1.08941194098656e-62,-0.573132411490218,2.18075560091734e-18,-0.275194546273072,1.44896272807462e-20,-0.360098522167488,1.37822480133314e-54,-0.655096821337231,1.43827903571471e-35,-0.599507389162562,NA,NA
"Taurine","Uridine",3.44046168611085e-70,-0.684149004890953,1.78609218046829e-67,-0.650905432595573,1.7768927007448e-17,-0.414463952665766,9.61280273851013e-14,-0.470443349753694,3.89856331615089e-80,-0.643624406284253,1.03670432384249e-63,-0.643349753694581,2.55375327734949e-05,-0.703448275862069
"2-Aminoisobutyric Acid","L-Kynurenine",5.91931493934288e-59,-0.682057276446522,2.99796978909342e-63,-0.643516417654865,7.27316569456161e-13,-0.49205736703325,NA,NA,4.02256744236948e-45,-0.4560467665327,3.02683249152158e-40,-0.544334975369458,NA,NA
"Glyceraldehyde","Maleic Acid",1.93299544908638e-83,-0.68193423359685,3.29703354884308e-82,-0.619773962926495,1.37981124801158e-40,-0.433018200527365,9.50713926358989e-43,-0.518226600985222,1.23597022162689e-69,-0.582499086591158,1.12694419379985e-54,-0.566009852216749,0.000117079074479507,-0.757635467980295
"G1P/F1P/F6P","Palmitic Acid",7.04577824342607e-75,-0.679904026577255,1.197229360825e-76,-0.664822980435806,8.56891109647261e-18,-0.389189015370763,4.88813076224421e-21,-0.477339901477832,6.06101588885441e-51,-0.601023017902813,1.32527133048238e-34,-0.533990147783251,NA,NA
"Azelaic Acid","Pyruvate",2.92321750071859e-66,-0.679534898028238,5.52350132422858e-67,-0.598154886767413,2.43568504998046e-47,-0.530162711428388,1.09504559059973e-48,-0.605911330049261,3.60728542653403e-54,-0.51958348556814,2.30739541180662e-45,-0.545320197044335,0.00033414639189311,-0.708374384236453
"3-(4-Hydroxyphenyl)Propionate","PEP",1.30534765413951e-101,-0.67885816235504,2.14309149165522e-106,-0.612667494327668,5.25451731698689e-43,-0.307929770403241,5.07891658890766e-33,-0.391625615763547,3.33102759384608e-71,-0.562477164778955,5.02649164080134e-46,-0.540394088669951,0.00429470582588514,-0.580788177339901
"Hydrocinnamic Acid","Pyruvate",1.17794987155901e-93,-0.678673598080531,2.78503931607506e-86,-0.593390128002055,2.2544831009916e-70,-0.588816001029005,5.2626743376818e-89,-0.771428571428571,7.75331600977909e-46,-0.465948118377786,9.15956994433582e-43,-0.552709359605911,0.00178036773874899,-0.672906403940887
"PEP","Phenylacetic Acid",9.9291567620037e-103,-0.678427512381187,2.68536070179752e-106,-0.632788218673745,1.60341877819093e-33,-0.355489098977426,2.31548320651075e-16,-0.224630541871921,3.4005627281637e-98,-0.718633540372671,2.05962716904488e-108,-0.828571428571428,0.00514116737911931,-0.551231527093596
"Cholecalciferol","Succinylcarnitine",5.03153081935921e-82,-0.678058383832169,6.99456190645396e-76,-0.589246114987799,1.12401677259052e-65,-0.617017171522285,9.76368275695685e-66,-0.644334975369458,6.201666177345e-42,-0.304055535257581,4.56665897229372e-40,-0.398029556650246,0.00326086415677075,-0.713793103448276
"2-Hydroxyphenylacetate","S-Adenosylmethionine (SAM)",4.53810223915594e-81,-0.677812298132825,2.32076350496136e-74,-0.590890020976925,1.88871020211389e-35,-0.436105215769503,1.71882164335903e-42,-0.50935960591133,2.34164386231713e-90,-0.660248447204969,4.24658142839248e-81,-0.706896551724138,0.000154321897245541,-0.752216748768473
"Alpha-Ketoglutaric Acid","Aspartic Acid",2.56885841785805e-76,-0.67627426251192,1.48609493750545e-74,-0.616571771051843,2.85700880552349e-70,-0.566885330246318,1.60538768817963e-70,-0.595073891625616,1.92936647755328e-43,-0.566350018268177,2.89095501097805e-37,-0.620689655172414,0.0453263708972515,-0.6
"Pyruvate","Suberic Acid",5.38627116701729e-61,-0.675351441139377,8.50173942863363e-58,-0.577447664711674,4.28313562994052e-46,-0.566885330246318,4.73426374172567e-49,-0.647783251231527,2.81016294434575e-46,-0.462842528315674,7.94772192925409e-43,-0.545812807881773,0.000231846339957179,-0.679310344827586
"G6P","Hypoxanthine",3.36600026700118e-68,-0.675166876864868,4.88775724209245e-43,-0.571582687615052,1.25786201939144e-53,-0.665348253907004,5.92184972868342e-51,-0.737931034482758,NA,NA,9.26046308567634e-10,-0.480788177339901,NA,NA
"Retinol","Succinylcarnitine",5.47939231558485e-105,-0.674797748315851,3.93243464935368e-103,-0.621623357164262,3.70609545382783e-45,-0.467232619461059,1.436117775046e-44,-0.499014778325123,6.29095652186705e-90,-0.578480087687249,1.72650759439765e-64,-0.525615763546798,0.00497552650641644,-0.687684729064039
"PEP","Retinol",1.00694003477665e-93,-0.673628841243963,3.20590190248072e-94,-0.613476604306691,5.00193224220642e-27,-0.216862820760178,2.71500877256291e-17,-0.213300492610837,1.8647577767613e-106,-0.770807453416149,4.74101502196903e-75,-0.72167487684729,0.000309600919136635,-0.748275862068965
"Citraconic Acid","UDP-GlcNAc",3.17159660520556e-81,-0.673444276969454,5.81605176696657e-78,-0.655447579091571,4.71900385281184e-63,-0.612804681973117,9.7934083260363e-45,-0.550246305418719,1.20488180795553e-79,-0.678955060284984,4.02174518652517e-59,-0.638916256157635,0.000668441664312738,-0.74679802955665
"Ergocalciferol","Glyceraldehyde",2.33047600795785e-98,-0.672275369897567,3.32580032262207e-97,-0.602320304807569,1.53060390746138e-27,-0.279760756318734,2.49497583753733e-25,-0.411822660098522,2.1740878520683e-67,-0.49481183777859,1.46994363954787e-48,-0.455665024630542,0.00156063194965996,-0.678817733990148
"1/3-Methylhistidine","Hydrocinnamic Acid",7.37845547558655e-85,-0.671906241348549,5.89643593440736e-92,-0.640121580547113,2.37382495984907e-57,-0.619268120136343,2.65166735065871e-71,-0.72807881773399,2.53468261196438e-95,-0.634965290464012,6.12431390447741e-78,-0.685714285714286,0.000525325315661882,-0.695073891625616
"4-Guanidinobutanoate","Palmitic Acid",3.5988233335461e-71,-0.670798855701498,1.4836821893351e-70,-0.625065285328995,3.05857487872786e-09,-0.325422856775355,4.11159977218099e-06,-0.29064039408867,2.24927326336686e-28,-0.423785166240409,6.13341426394615e-37,-0.572906403940887,0.0392357582829694,-0.455665024630542
"Alpha-Ketoglutaric Acid","Pyridoxamine",2.32680307644064e-67,-0.66962994862961,4.99111217008868e-52,-0.545459994006593,1.15396676894661e-12,-0.348253907003666,7.15003483327322e-30,-0.56256157635468,9.92792868789298e-45,-0.449397150164414,3.07207833493172e-37,-0.495073891625616,NA,NA
"Erythrose-4-Phosphate","Palmitic Acid",1.2047141988044e-74,-0.66883017010674,2.02367765279312e-75,-0.648024316109423,1.57862195957808e-14,-0.343398289279053,5.60156642925212e-19,-0.434975369458128,3.47832167017032e-57,-0.604274753379613,3.64679734433503e-35,-0.536453201970443,NA,NA
"3HBA","Erythrose-4-Phosphate",9.23278532395117e-82,-0.668768648681903,8.82445102211146e-77,-0.579571043280962,8.16730142038904e-38,-0.468615345038266,3.01680723912888e-29,-0.467980295566502,6.55385613324757e-51,-0.515235659481184,1.60012673125317e-42,-0.553694581280788,0.00133187171868339,-0.64384236453202
"1/3-Methylhistidine","2-Hydroxyphenylacetate",2.32554185159941e-66,-0.668153434433541,9.89665362973975e-64,-0.605573868744381,2.82253754262291e-38,-0.528587047398547,2.88000991982615e-50,-0.597536945812808,6.43164365688115e-87,-0.637011326269638,5.23551125335721e-62,-0.602463054187192,0.00184401869838477,-0.642857142857143
"3-Hydroxyisovaleric Acid","Succinylcarnitine",1.55303780975359e-87,-0.667169091636162,1.31641942196857e-87,-0.609705038743097,4.81195009926125e-39,-0.393690912598881,1.4196166757776e-44,-0.495073891625616,2.76460669500079e-77,-0.543551333576909,1.39497631783665e-57,-0.495566502463054,0.000371551702253769,-0.703448275862069
"Hydrocinnamic Acid","UDP-GlcNAc",2.50825003668742e-112,-0.666984527361653,4.48617853368593e-100,-0.607418981976968,6.72087805398247e-66,-0.54579072609171,3.61086752209487e-60,-0.587192118226601,7.52931564883406e-87,-0.635842162952137,5.37535150945204e-72,-0.655172413793103,0.00166746987418265,-0.647290640394089
"Suberic Acid","Succinylcarnitine",3.70517696166085e-60,-0.666984527361653,9.17569841088067e-54,-0.597071792456869,1.17778644411372e-39,-0.547655797800502,6.78762198449719e-47,-0.617733990147783,8.32837338331161e-51,-0.446693459992693,2.08341803134224e-49,-0.500985221674877,5.45990875289129e-05,-0.800985221674877
"Citraconic Acid","PEP",2.07163303793538e-82,-0.666307791688455,3.69031898503963e-85,-0.617038400616465,7.20125547342435e-38,-0.355649881021288,5.14786788429049e-16,-0.225615763546798,3.44981585872446e-95,-0.712130069419072,1.00027918593299e-89,-0.790147783251231,NA,NA
"Citraconic Acid","S-Adenosylmethionine (SAM)",1.00809099070752e-97,-0.666123227413947,4.06938577546057e-91,-0.568859968320562,3.81028020053617e-33,-0.284744999678436,2.51935970504101e-28,-0.282758620689655,2.16345111185812e-90,-0.686408476434052,1.01769110871375e-92,-0.815270935960591,0.0126962909372469,-0.758620689655172
"2-Hydroxyphenylacetate","Succinylcarnitine",4.76808980152129e-94,-0.665692577440093,1.02235289600256e-88,-0.597996489575752,9.92295298827985e-64,-0.566788861020001,6.71846632590817e-73,-0.657635467980295,1.20754204457014e-67,-0.451698940445744,1.36864567527168e-50,-0.379802955665025,0.00143442706315228,-0.698522167487685
"3HBA","G1P/F1P/F6P",3.44665468120031e-79,-0.663293241871482,4.48946024226683e-70,-0.562031765058436,3.02469938582298e-32,-0.462987973503119,3.21562419356064e-28,-0.459605911330049,2.42377064865545e-45,-0.487175739861162,3.90475551516082e-43,-0.558128078817734,0.00625099446258638,-0.610837438423645
"SAH","Urate",1.23494524804079e-64,-0.663231720446645,3.35870053699539e-66,-0.645545614110193,3.59799457116909e-44,-0.565792012348061,1.6048666823506e-51,-0.588177339901478,1.23524538343001e-93,-0.724808184143223,7.01017010294401e-98,-0.75615763546798,0.000149819083518662,-0.791133004926108
"Ergocalciferol","Glucosamine",3.91216569902406e-101,-0.663170199021809,4.67002530595426e-94,-0.579309901964981,4.73942665477046e-28,-0.338414045919352,1.68368127869113e-25,-0.370935960591133,1.5923753628983e-54,-0.336719035440263,2.16432416111229e-52,-0.40935960591133,0.0214270514197253,-0.525123152709359
"Betaine","Glyceraldehyde",6.42266911940856e-82,-0.662493463348611,2.10268947802995e-89,-0.65782353696648,1.99045554790423e-35,-0.379799344009261,1.47820876658494e-29,-0.342857142857143,4.32332103079081e-87,-0.661892583120205,8.53391613285306e-60,-0.611822660098522,4.97755000250429e-06,-0.78423645320197
"Adipic Acid / 3-Methylglutaric Acid","Pyruvate",1.09929480972677e-55,-0.661447599126396,2.51215607470698e-54,-0.552091271030438,2.75624040365148e-42,-0.54366840311274,3.0280818417046e-43,-0.60935960591133,6.90503239334761e-44,-0.443405188162221,3.8894330196947e-44,-0.579310344827586,0.000206108430921989,-0.663054187192118
"Erythrose-4-Phosphate","Hypoxanthine",5.79915735524369e-66,-0.660955427727706,1.02510650234418e-41,-0.557348345391498,1.37187154847437e-58,-0.659431474692906,3.87048026399153e-59,-0.739408866995074,NA,NA,4.76021435066978e-08,-0.448768472906404,NA,NA
"Alpha-Ketoglutaric Acid","Glutaric Acid",7.7782203489577e-84,-0.658679135008767,1.42028140851935e-80,-0.574528019178903,5.16366605874831e-55,-0.43124959804489,1.6466735712723e-64,-0.530541871921182,3.01598938791288e-61,-0.546729996346365,9.43326066837822e-49,-0.577339901477832,0.0140941602929392,-0.704926108374384
"Betaine","Glucosamine",1.46928758481552e-82,-0.658063920760405,4.45721219112656e-87,-0.630900295389357,9.49116828706913e-33,-0.344234355907132,9.70965435173346e-22,-0.252709359605911,1.80251360144919e-67,-0.549397150164414,3.35433530991311e-68,-0.629064039408867,0.000987382039769449,-0.658128078817734
"1/3-Methylhistidine","3HBA",1.82229216675551e-111,-0.657694792211387,1.03393192708554e-80,-0.485697161693566,1.2556537960829e-22,-0.231879863656827,1.18672113103584e-28,-0.342857142857143,1.66110401781609e-57,-0.380124223602485,1.68606574776782e-56,-0.460098522167488,NA,NA
"Cadaverine","Imidazoleacetic Acid",2.54024451413967e-79,-0.657079577963025,8.63139779655707e-79,-0.608934457810694,1.23766939557883e-30,-0.459386455720625,3.64867946117418e-09,-0.398522167487685,2.69669548119241e-43,-0.483339422725612,4.36796944839758e-44,-0.54679802955665,0.00497552650641644,-0.620689655172414
"2-Hydroxyphenylacetate","PEP",2.93163330427458e-60,-0.657018056538189,2.25669711814311e-55,-0.601969262382807,5.9121292423692e-25,-0.341919094475529,1.85514311362651e-20,-0.350246305418719,1.77305977812588e-83,-0.729813664596273,2.75398379842492e-76,-0.79064039408867,9.5097282305442e-05,-0.761083743842364
"Phenylacetic Acid","Succinylcarnitine",5.21614358050739e-89,-0.656833492263681,1.13672015423356e-82,-0.525043880303095,8.81584205420845e-25,-0.310405813878706,2.11573267236445e-30,-0.355665024630542,7.49963917455154e-70,-0.453270003653635,2.50596574795158e-57,-0.533990147783251,0.0019996153214043,-0.669950738916256
"Glucosamine","Glutaric Acid",4.20797229912626e-56,-0.656771970838844,2.32523438138642e-55,-0.604251038143756,1.78900338988236e-42,-0.463470319634703,2.45292202098558e-36,-0.536453201970443,1.49965170523479e-59,-0.554548776032152,8.942067551294e-59,-0.60295566502463,0.000102648951166642,-0.75320197044335
"DHAP/D-GA3P","FAD",3.51114024572744e-79,-0.656648927989172,1.48176176710072e-70,-0.614902179031637,2.3112733217073e-20,-0.42954530837996,7.4645495826049e-19,-0.528571428571428,1.47286694141307e-67,-0.576470588235294,3.22696000959657e-41,-0.632512315270936,NA,NA
"Azelaic Acid","Succinylcarnitine",3.74291900419775e-64,-0.6565258851395,6.65292047388497e-62,-0.604730510723918,6.47873126413991e-42,-0.534150106116149,2.5677753122601e-47,-0.566502463054187,1.57036351276835e-55,-0.485056631348192,1.99538337047812e-50,-0.527093596059113,4.06920453993809e-05,-0.790147783251231
"Glyceraldehyde","Urate",1.39999209102662e-90,-0.655418499492448,9.35978533010538e-94,-0.689036345733978,6.47865482889441e-21,-0.306579201234806,2.09826926264368e-18,-0.200985221674877,6.11664200622288e-82,-0.650931677018634,1.03774987841028e-64,-0.606403940886699,0.000148789541983518,-0.666009852216749
"1/3-Methylhistidine","Retinol",4.66822606413002e-98,-0.654803285244086,5.04233812457893e-96,-0.613395265208271,1.50410578347729e-35,-0.304810598752331,6.25772605262154e-30,-0.268472906403941,2.48874135752552e-97,-0.689733284618195,1.79764662878293e-65,-0.623152709359606,0.00585819656172548,-0.595073891625616
"Adipic Acid / 3-Methylglutaric Acid","Succinylcarnitine",3.01368717909351e-55,-0.654372635270233,1.03820428906248e-51,-0.583222740699516,2.83787456585569e-38,-0.544118592835552,9.10938837764399e-43,-0.596551724137931,5.43465392181717e-51,-0.449433686518086,1.31721829631103e-50,-0.523152709359606,0.000336878975810908,-0.74679802955665
"Pyridoxamine","SAH",6.02065922899175e-72,-0.653880463871543,6.76764807082282e-71,-0.610651140887881,3.13098870183088e-40,-0.471830985915493,3.48454989554633e-44,-0.563054187192118,1.5319614124172e-91,-0.665728900255754,3.83041793855919e-93,-0.746305418719212,0.00115780954543763,-0.753694581280788
"N6-Trimethyllysine","Palmitic Acid",8.2749215720178e-70,-0.653142206773509,2.47004077999093e-81,-0.652853289952481,9.12669891029281e-16,-0.450929320213519,7.3022719060777e-05,-0.326108374384236,8.58407506502487e-44,-0.483339422725612,2.40261099757197e-33,-0.506896551724138,9.3883348859366e-06,-0.656650246305419
"Biopterin","Erythrose-4-Phosphate",1.53552479009832e-76,-0.653080685348672,2.35272480010387e-61,-0.575568303437647,1.33985356512657e-22,-0.459289986494308,1.7304641201208e-31,-0.546305418719212,2.58657312258343e-37,-0.421044939715016,3.94304741168249e-35,-0.429556650246305,0.00842524537610021,-0.591133004926108
