"COMPOUND","best_fit","R_squared","R_adj","sex_p","geno_p","int_p","sex_eta","geno_eta","int_eta","sex_p_adj","geno_p_adj","int_p_adj","deltaTAG_R_spearman","deltaTAG_p","deltaTAG_adj","sig_deltaTAG","deltaPC1_R_spearman","deltaPC1_p","deltaPC1_adj","sig_deltaPC1","deltaPC2_R_spearman","deltaPC2_p","deltaPC2_adj","sig_deltaPC2","TAG_R_spearman.x","TAG_p.x","TAG_adj.x","sig_TAG.x","mass_R_spearman.x","mass_p.x","mass_adj.x","sig_mass.x","rTAG_R_spearman.x","rTAG_p.x","rTAG_adj.x","sig_rTAG.x","TAG_R_spearman.y","TAG_p.y","TAG_adj.y","sig_TAG.y","mass_R_spearman.y","mass_p.y","mass_adj.y","sig_mass.y","rTAG_R_spearman.y","rTAG_p.y","rTAG_adj.y","sig_rTAG.y"
"Oxalacetate","AIC_int",0.7031357722872,0.499265158074795,0.255981076964296,0.336946821085517,0.0114254970346445,0.00743463250172615,0.178279601809508,0.307453822304486,0.396868983815036,0.354177056254663,0.0188724727804396,-0.675369458128079,8.77517538624781e-05,0.00541135815485282,"SIG",-0.902463054187192,4.19648161852602e-07,1.46623404178895e-05,"SIG",0.382266009852217,0.0415349340947143,0.153679256150443,"NS",-0.542772770617368,1.49308143506536e-05,0.000406044234529521,"SIG",-0.563085659332883,1.38902236074116e-05,0.000123941331724201,"SIG",0.0588235294117647,0.677888820515065,0.821808924279894,"NS",-0.425704525178176,1.74720134813076e-07,3.05485985770754e-06,"SIG",-0.499652475645873,3.18306757875475e-08,3.27148612260905e-07,"SIG",0.11165786303401,0.247299332251364,0.458339135794466,"NS"
"Oxidized Glutathione","AIC_int",0.818660154169944,0.694125561250508,0.0854604528389034,2.30571430334509e-09,3.36563311107886e-09,0.00794973199796762,0.38266131611537,0.376087308577514,0.200128908546799,8.04824803997815e-09,4.78955481191992e-08,-0.20935960591133,0.274465843009522,0.453358758542514,"NS",-0.0527093596059113,0.78556446254999,0.825735372566751,"NS",0,1,1,"NS",0.0996339475222246,0.455763292731884,0.562108061035991,"NS",0.222117868499544,0.113508198645566,0.174991806245248,"NS",-0.194399385298386,0.166872521443266,0.53459864609592,"NS",0.0860042317482196,0.31408609081943,0.387372845343964,"NS",0.107714121624245,0.264914448461746,0.33567926688646,"NS",-0.0366231118524697,0.704958521204782,0.820234757376633,"NS"
"Palmitic Acid","AIC_sex_geno",0.738841028328072,0.559490891155784,0.0300148900893785,0.0461431503668832,0.149812807256451,0.0269683310956751,0.25253069185971,0.208943525814129,0.116909203064615,0.0550740826959574,0.171082526805207,-0.523152709359606,0.00405734166349293,0.0341185548975542,"NS",-0.724137931034483,1.58561159942023e-05,0.000108643757738053,"SIG",0.372906403940887,0.0471192608909811,0.156985301576227,"NS",-0.443907840905595,0.000547282126969829,0.00349128253411787,"SIG",-0.492902731058185,0.00020537403816555,0.00100719813790891,"SIG",0.13839323828225,0.326849035118345,0.662983873581327,"NS",-0.325349497687384,9.30452305384225e-05,0.000409842086895433,"SIG",-0.410871499550177,9.0893501309607e-06,4.00364231958983e-05,"SIG",0.141034195162636,0.143356692437222,0.354671540591952,"NS"
"Pantothenate","AIC_int",0.811900473863983,0.682723690854911,0.0394497996087956,1.07572776616376e-09,5.40003549385102e-06,0.0126605652715839,0.436453133395408,0.282625522328623,0.130325230850486,4.14603409875616e-09,3.70002431986089e-05,0.0724137931034483,0.708083143140498,0.818721134256201,"NS",0.267980295566502,0.15948337728765,0.245870206651794,"NS",-0.200492610837438,0.295666938631348,0.475638118667821,"NS",-0.253560552462395,0.055037295778336,0.0979028819133862,"NS",-0.440521676926157,0.0010819072433584,0.00408475183716947,"SIG",0.288226756595236,0.0386277294321406,0.510437853210429,"NS",-0.292883140387788,0.000467165064745532,0.00152463690577018,"SIG",-0.458686264285641,5.27643786085547e-07,3.75438847791639e-06,"SIG",0.217811138912056,0.0230713807229842,0.185574149293568,"NS"
"PEP","AIC_int",0.756704440996236,0.58962194866835,0.316789941502271,0.0861242602571316,0.0144959742063389,0.00553959436688057,0.227186506538556,0.287815411262407,0.452218611259576,0.0983517786886997,0.0231185795532129,0.410837438423645,0.0277106348695533,0.0915440616226313,"NS",0.778817733990148,2.34208526380503e-06,1.96948079001787e-05,"SIG",-0.666995073891625,0.000114432515622706,0.0211700153902006,"NS",0.441385462487311,0.000592450439813895,0.00359740400726326,"SIG",0.502081155376348,0.000149194918214355,0.000788601710561592,"SIG",-0.211474430120379,0.13212064215575,0.53459864609592,"NS",0.34498883982925,3.19574270310206e-05,0.000203866344853063,"SIG",0.449669156797007,9.33426808894378e-07,5.95461929811931e-06,"SIG",-0.232499304976369,0.0151544418739687,0.151175930556699,"NS"
"Phenylacetic Acid","AIC_sex",0.577531623693152,0.287402738759533,0.477484023037337,0.605900262292634,0.13311574356206,0.00338238173647556,0.168254849254995,0.256467053078729,0.596855028796671,0.615329982844614,0.152959084217274,-0.483743842364532,0.00850751651090935,0.0491840798286947,"NS",-0.76256157635468,3.81372579341546e-06,2.82215708712744e-05,"SIG",0.489655172413793,0.00765114261505057,0.0690675364854298,"NS",-0.536005413885386,1.97535033014361e-05,0.000406044234529521,"SIG",-0.527780743467205,5.80019549166553e-05,0.000412706217676201,"SIG",0.0293690770938274,0.835916139901456,0.909673446363349,"NS",-0.356531142617064,1.6479618132974e-05,0.000117258821330777,"SIG",-0.358738161238451,0.000127899028401308,0.000415110881653368,"SIG",0.0448336576776944,0.642940677830682,0.777411930710301,"NS"
"Phenylalanine","AIC_int",0.596419141763748,0.319261202974997,0.0825130322690894,0.0227323701875128,0.0024307218375787,0.0154912843327224,0.250805703988287,0.316078385411977,0.197760849188809,0.0280365898979324,0.00548394560917146,0.403448275862069,0.0308579420157985,0.0974472253562216,"NS",0.641379310344827,0.000245623849977791,0.00105675377316026,"SIG",-0.291133004926108,0.125424683243618,0.279561040964691,"NS",-0.0859146697837522,0.520352995038002,0.613154803070257,"NS",-0.0599799356605535,0.672741872533874,0.754286341931919,"NS",-0.0671903013745411,0.635101372480985,0.810301751096429,"NS",-0.173357970055448,0.0412624192639532,0.0693958869439212,"NS",-0.0723870776913858,0.454452626385921,0.53550150242927,"NS",-0.101269576498934,0.294247082610067,0.508744955914602,"NS"
"Phosphorylcholine","AIC_int",0.789990363604647,0.645766878369285,0.157182495808961,1.4771379334125e-12,0.00257486097778398,0.00583229468162759,0.56855920016187,0.179445155529127,0.299781048707813,7.80772907660894e-12,0.00567082477250043,0.127093596059113,0.509601293940038,0.685380153272014,"NS",0.433990147783251,0.0195112050151282,0.0410178741795309,"NS",-0.258620689655172,0.174998295127917,0.34050025699231,"NS",0.0723184348949522,0.588630831260183,0.676377042131266,"NS",-0.0727443490146499,0.608304546632475,0.690407000779189,"NS",0.0221975582685905,0.875670606390966,0.925708926756164,"NS",-0.0125790098132771,0.883154968970394,0.897712468458917,"NS",-0.102756102604287,0.287666577807069,0.359665178108759,"NS",0.0982022055416551,0.309171710004471,0.510152455311377,"NS"
"Phosphoserine","AIC_int",0.850640678756897,0.74806861477067,0.0542579778699058,7.66854845956059e-16,0.00310104405575147,0.009255633775737,0.637742349421365,0.149662397777265,0.156839467280196,6.75562602389861e-15,0.00651924034447753,0.172906403940887,0.368149659507112,0.558259729580457,"NS",0.222167487684729,0.24564149898306,0.349566748552816,"NS",-0.368965517241379,0.0496440556236871,0.158347418799692,"NS",0.137715709495832,0.301711922850022,0.390326613477301,"NS",0.0146427885633949,0.917939709623186,0.954038462248816,"NS",0.109365662084863,0.439102077904311,0.737233003253975,"NS",0.0424424281373023,0.619828191735588,0.67197156412864,"NS",-0.0345161529716511,0.721607753368024,0.780686750719792,"NS",0.052831062922806,0.584807896888225,0.741023704961107,"NS"
"Phosphotyrosine","AIC_geno",0.51246472003535,0.177651334999385,0.879096000598011,0.310697254035265,0.529848956435688,0.000163119814326937,0.22475776613905,0.188613624768925,0.934671035118575,0.330339034462781,0.548498799075651,-0.0472906403940887,0.807270269985858,0.89966867438183,"NS",0.198522167487685,0.300517127944827,0.400341532648313,"NS",-0.223645320197044,0.242451734189041,0.419192250700679,"NS",0.235288689286044,0.0755425216434371,0.127575151866051,"NS",0.249866593182363,0.0740233381458884,0.125635940889811,"NS",-0.081277213352685,0.565736584030085,0.781054239146013,"NS",0.145047377987236,0.088444126099997,0.130897306627996,"NS",0.243670417011708,0.0106715899487675,0.0207815172686526,"NS",-0.0408859234547308,0.672485395044159,0.802643858601093,"NS"
"Pipecolate","AIC_int",0.804624223570495,0.670450497588786,0.204719375295151,1.89868337193328e-10,0.000632940234694912,0.00509351529495887,0.507684554834859,0.220169832461184,0.350676707681509,7.98310054108312e-10,0.00185863402251681,0.038423645320197,0.843090698294561,0.922909936002922,"NS",0.197536945812808,0.302961159841966,0.400341532648313,"NS",-0.376354679802956,0.0449956421633008,0.156202928325553,"NS",0.181703528253714,0.171815075145334,0.252700117309007,"NS",0.0540459776129969,0.703547992357545,0.779379512491892,"NS",-0.00614701613591736,0.965617274347599,0.973308099801291,"NS",0.136090139915934,0.110169579543199,0.15922947043353,"NS",0.0575547235952313,0.552208179772384,0.628559664188989,"NS",0.031452136039292,0.745070566538974,0.856136986395715,"NS"
"Proline","AIC_int",0.830054965396912,0.713345724765876,0.86376674946393,9.6418382733921e-14,0.00918510233749987,8.11242514022226e-05,0.603853210859292,0.151670829924206,0.934484495034076,6.15082786406048e-13,0.0155893938755732,-0.170443349753695,0.375097564392456,0.564171133435807,"NS",-0.155665024630542,0.418390740698334,0.514423345095166,"NS",0.0541871921182266,0.779671601252766,0.857652790496813,"NS",-0.00532160324833123,0.968455875762361,0.979040092983807,"NS",0.0633951633138234,0.65524639127296,0.739149892594497,"NS",0.0282591991803978,0.842044484050378,0.910983798534035,"NS",0.0628436605715889,0.462368683511688,0.518413372422196,"NS",0.0764739681358745,0.429314486221414,0.5091229484036,"NS",0.138291168566398,0.151363969160748,0.355211351197507,"NS"
"Pseudouridine","AIC_sex_geno",0.862665086508601,0.768350748327761,0.394304582559409,1.0977001444191e-14,0.882749114376694,0.0020323265267367,0.662114696655215,0.0520855332044383,0.517349984209153,7.52127876731608e-14,0.882749114376694,-0.0571428571428571,0.767922537264907,0.866254081670779,"NS",-0.258128078817734,0.175843704452061,0.268851944823399,"NS",0.0615763546798029,0.75039517007009,0.836283773873293,"NS",-0.00199944630717647,0.98826006873477,0.993631047369198,"NS",-0.184422293276577,0.190595657948086,0.273314627991141,"NS",0.294629898403483,0.0343713521595591,0.510437853210429,"NS",-0.0291328079849592,0.733524146710878,0.766677780460523,"NS",-0.147355105470731,0.126250574352444,0.171737913641193,"NS",0.15959595959596,0.0973591726349907,0.293447237658966,"NS"
"Putrescine","AIC_int",0.905929450587433,0.841326784123382,0.071319700513695,3.30495507945844e-15,1.07608308665799e-11,0.00642491693183199,0.480188456952399,0.353393179962939,0.188510900967819,2.44566675879925e-14,3.27522706385843e-10,0.415270935960591,0.0259524840004452,0.0889112877793029,"NS",0.436945812807882,0.0186278117679956,0.0400714555474324,"NS",-0.217241379310345,0.256476970460067,0.435304949863417,"NS",0.316620012919499,0.015806109470066,0.0388495712261907,"NS",0.231723196274366,0.0983423701577097,0.155498619480139,"NS",0.211047553999829,0.13291674432833,0.53459864609592,"NS",0.306389377389788,0.000244183386083765,0.000852338234443331,"SIG",0.196703612538537,0.0403601327082273,0.0612018405821479,"NS",0.182114725233991,0.0581536634449482,0.255764071141685,"NS"
"Pyridoxamine","AIC_int",0.721347081930521,0.529983029762324,0.0725762824890762,0.00399782818544995,0.00489256138984944,0.0157693497907758,0.286973136996277,0.281450064991848,0.188510900967819,0.00552333232638039,0.00963161832700088,-0.421674876847291,0.0235761823395462,0.085521445741491,"NS",-0.785714285714286,1.98938606788042e-06,1.87302603179183e-05,"SIG",0.44679802955665,0.0159203172618884,0.0841502483842671,"NS",-0.471407917807376,0.000221948471482636,0.0019552603440137,"SIG",-0.457042840698851,0.000658980938660256,0.00265024942722059,"SIG",0.0693246819772902,0.624367317303796,0.807747927980436,"NS",-0.3906106517968,1.99532346083718e-06,1.94281494870989e-05,"SIG",-0.417279854975039,6.36182317578301e-06,2.94234321879964e-05,"SIG",-0.00922991381706978,0.924023368723954,0.979996791040324,"NS"
"Pyroglutamic Acid","AIC_int",0.86468461912549,0.771757188886369,0.0378790016561364,1.44889607906648e-16,0.0134044289667168,0.0106264072933921,0.664330251107267,0.126908264709397,0.129532577734181,1.57673985074881e-15,0.0217528013933562,0.0827586206896552,0.668483068796061,0.797866888563041,"NS",0.0625615763546798,0.746516578868799,0.793710155693838,"NS",-0.235467980295566,0.217937751487415,0.391441592477396,"NS",0.088314005352364,0.508733366475025,0.607197889018579,"NS",-0.0840999809617725,0.553339795942212,0.6478978623374,"NS",0.335353880303936,0.0154791295951323,0.490862039774034,"NS",0.103487491391007,0.225382332828946,0.297826654095393,"NS",-0.0984328953653891,0.308536761313774,0.380528672286987,"NS",0.250227041052729,0.00883617766523031,0.123924425733965,"NS"
"Pyruvate","AIC_int",0.67702067314428,0.455215593255412,0.618065840122236,0.00697818295351256,0.0416725839545205,0.00134276821063886,0.305472617383371,0.248132169693955,0.73328082776915,0.00922117033142732,0.0539120841369671,0.179802955665025,0.349107890302786,0.533759997570376,"NS",0.577832512315271,0.00125638702054545,0.00374889675485336,"SIG",-0.629556650246305,0.000341649880961955,0.0278231136281432,"NS",0.428835091820727,0.000871744305457225,0.00499721928098377,"SIG",0.532519371836117,4.83190921682778e-05,0.000372459668797141,"SIG",-0.276957227012721,0.0471782205557215,0.533124095945809,"NS",0.292621729349039,0.000472922042811592,0.00152463690577018,"SIG",0.4531166017978,7.51970985782261e-07,4.96837972748994e-06,"SIG",-0.290556945602817,0.00225929409423066,0.0696615679054453,"NS"
"Reduced Glutathione","AIC_sex_geno",0.644110941757233,0.399705202964007,0.322664090196021,0.000244119271282853,0.233382083321227,0.00502126150700476,0.385477501457489,0.174653251174744,0.452218611259576,0.00039271361032459,0.253974620084864,-0.193103448275862,0.314115481980574,0.4966783262086,"NS",0.110344827586207,0.567347400975259,0.647896723335944,"NS",-0.263546798029557,0.166703464886958,0.333238664928621,"NS",0.010489402934572,0.937691600775925,0.958414067091415,"NS",0.0864052596277297,0.542476978109706,0.643322057373689,"NS",-0.313839323828225,0.023879774907926,0.490862039774034,"NS",-0.0669100545076749,0.433855046342874,0.494265128937423,"NS",0.0237938576331626,0.806002735933279,0.847218784929867,"NS",-0.212908905569456,0.0264063585778899,0.203549014037902,"NS"
"Retinol","AIC_sex",0.58119709349549,0.293585458908055,0.873048052798117,0.429194883197639,0.0285051051466661,0.000159371785569732,0.180678423277075,0.301708517440961,0.934671035118575,0.443581303863482,0.0398829987445364,-0.419704433497537,0.0242873557346334,0.0864069386712919,"NS",-0.678325123152709,7.97461355257636e-05,0.000421515287779036,"SIG",0.458128078817734,0.0132220308400879,0.0741235062247352,"NS",-0.378018394906026,0.00364160028387355,0.0137488990309512,"NS",-0.400478132691567,0.00326207040358483,0.00957909562957449,"SIG",0.135831981558952,0.335948821746461,0.662983873581327,"NS",-0.254469123386069,0.00250298280773165,0.00601365999260203,"SIG",-0.332706244552355,0.000408135591025522,0.00114401642938972,"SIG",0.206570290056529,0.0313221522964298,0.21944752314783,"NS"
"Riboflavin","AIC_int",0.865169371685467,0.772574843806812,0.00502352212423865,4.72366319074466e-13,0.00765193875782488,0.0218183347515178,0.545242267148993,0.148238127653912,0.0416807730128492,2.64811421299322e-12,0.0134819873352153,-0.0394088669950739,0.839093852930346,0.922909936002922,"NS",0.0566502463054187,0.76987724444829,0.813870229845335,"NS",0.00246305418719212,0.990832247717225,0.996217205585254,"NS",-0.320188255559999,0.0146176972155491,0.0379578948596047,"NS",-0.28269546899942,0.0422937792601449,0.0774688035953149,"NS",-0.0973277554853581,0.491331807143779,0.758058327517858,"NS",-0.33056654705044,7.05416234302234e-05,0.000343426324594509,"SIG",-0.334022204740829,0.000385806642882305,0.00111522232708166,"SIG",-0.0451487350569919,0.640605777584268,0.777411930710301,"NS"
"Ribose-5-P","AIC_int",0.80519748482925,0.671417444290301,0.265886157138156,0.000139524048216064,0.00283836776025577,0.00556103227756483,0.350784503164085,0.275429414597262,0.399910073744382,0.000238999527036776,0.00617762394879197,0.324137931034483,0.0866619341081987,0.195517778170936,"NS",0.198029556650246,0.301737565887549,0.400341532648313,"NS",-0.0724137931034483,0.708083143140498,0.798752326103611,"NS",0.26174290196561,0.0474600958971903,0.08703001583368,"NS",0.380925954376597,0.00533616279380997,0.0143071031428238,"NS",-0.222060957910014,0.113511177892769,0.53459864609592,"NS",0.212437803207141,0.0120487222518718,0.0225152890565281,"NS",0.32402739443611,0.000587835079112995,0.00157185137768276,"SIG",-0.260874803076638,0.00628099207195728,0.11619835333121,"NS"
"Ribulose 5-Phosphate","AIC_sex_geno",0.695311172450019,0.486067037867503,0.622297783566252,0.0188663250067085,0.112290815186569,0.00139951393858045,0.292706305739826,0.227830521453791,0.73328082776915,0.0234246317197387,0.132317202608378,0.295566502463054,0.119574670347301,0.259982336806104,"NS",0.00541871921182266,0.978610584247344,0.978610584247344,"NS",0.148768472906404,0.439519913581471,0.59351229206257,"NS",0.319326955612292,0.0148972625508703,0.0379578948596047,"NS",0.329484087849218,0.0170693837687274,0.0380462168339104,"NS",0.0340647144198753,0.810100285120294,0.892074718733657,"NS",0.245755422094457,0.00354427351025967,0.00789988673973541,"SIG",0.305233258786625,0.00124932880433152,0.00312332201082879,"SIG",-0.0977666573996849,0.311330356788409,0.510152455311377,"NS"
"S-Adenosylmethionine (SAM)","AIC_int",0.775467199800716,0.621269975567473,0.915127576524271,9.31237278226335e-05,1.19834570250919e-05,4.30781369055583e-05,0.306972576525646,0.351065537858368,0.961923873051081,0.000168900878893992,6.71799863527878e-05,0.564039408866995,0.0017189019673873,0.0187056978803913,"NS",0.836945812807882,1.08797125176805e-06,1.46623404178895e-05,"SIG",-0.527586206896552,0.00371404646024812,0.0544410328673176,"NS",0.477806145990341,0.00017806527965214,0.00173379351240242,"SIG",0.530214093170159,5.2827081674052e-05,0.000390920404387985,"SIG",-0.14018611798856,0.320573199553603,0.662983873581327,"NS",0.319821883073166,0.00012409267100627,0.000510158758581332,"SIG",0.50348451464541,2.40106554641728e-08,2.61292427110116e-07,"SIG",-0.157149476415531,0.102650899174538,0.296725255426398,"NS"
"S-Methylcysteine","AIC_int",0.716400837469277,0.521639966815648,0.0471971816789875,9.69987915915439e-05,0.0405443225230006,0.0186331456528271,0.372831875466718,0.213311129085948,0.145524643510212,0.000173739099702976,0.0528218286391205,-0.529556650246305,0.00356969138355723,0.0330196452979044,"NS",-0.368965517241379,0.0496440556236871,0.0936439224103061,"NS",0.025615763546798,0.895367289979333,0.941153117307822,"NS",-0.2550985880833,0.0535421905643728,0.0961680121787278,"NS",-0.378151081908315,0.00570882658372372,0.015087613114127,"NS",0.111670793135832,0.429469146801794,0.737233003253975,"NS",-0.255630950224951,0.00238740403848206,0.00588892996158908,"SIG",-0.358047745505766,0.000132069702828367,0.000419043436059006,"SIG",0.159132610508757,0.0983444796478697,0.293447237658966,"NS"
"SAH","AIC_int",0.743178063426451,0.566806372044616,0.841093684491993,6.81388119097605e-05,6.90809384019136e-05,0.000162214563967425,0.333641164805133,0.33332903329428,0.928188763211242,0.000127330103063694,0.000304285085817953,0.631527093596059,0.00032366585457513,0.00855402615662842,"SIG",0.906896551724138,3.7644115001468e-07,1.46623404178895e-05,"SIG",-0.375862068965517,0.0452942088954507,0.156202928325553,"NS",0.301239656710449,0.0219275297816198,0.045989240149707,"NS",0.311468761978219,0.0245973545481619,0.0484096871426591,"NS",-0.148296764279006,0.293151352816345,0.662983873581327,"NS",0.213365030395864,0.0116712426487867,0.0222595864951086,"NS",0.32187737497325,0.000642379121227874,0.00167380475249516,"SIG",-0.177203224909647,0.0653568386514301,0.255764071141685,"NS"
"Sarcosine","AIC_int",0.931969806123181,0.885250275388498,2.18297099367375e-05,3.28019757763287e-19,7.44032482675674e-08,0.0353327009898595,0.594503736274118,0.215345317397206,0.000807699267659289,7.58545689827602e-18,8.60287558093748e-07,-0.0783251231527093,0.685353870493007,0.807582586249721,"NS",-0.227586206896552,0.234082532737983,0.343692607591483,"NS",0.15320197044335,0.425870217827837,0.579308752192278,"NS",-0.461687532683257,0.000307830212508798,0.00237285788808865,"SIG",-0.516382421174416,8.90196499806089e-05,0.000567883974014229,"SIG",0.095278750106719,0.500535436970032,0.765281453218643,"NS",-0.428546532368671,1.41680452684159e-07,2.91232041628549e-06,"SIG",-0.536290846104571,1.85324830483919e-09,3.2589262973606e-08,"SIG",0.205041238068761,0.0326179473428843,0.21944752314783,"NS"
"Sedoheptulose 7-Phosphate","AIC_sex_geno",0.659000473907228,0.424820076470024,0.17706596732655,0.0130655722516172,0.131990369992674,0.0103482410737638,0.297674557964765,0.215904386690066,0.324328752033779,0.0166698680451667,0.15261386530403,0.0206896551724138,0.915602691330906,0.969360616199537,"NS",0.292118226600985,0.124106599125896,0.210146043731528,"NS",-0.25320197044335,0.184458557950726,0.351802404339013,"NS",0.398812636500661,0.00208019712617342,0.00938625532541663,"SIG",0.31518282205115,0.0228510784639,0.045950538215451,"NS",0.108682660291983,0.441979396981755,0.737233003253975,"NS",0.27617964529648,0.000998474535352742,0.00288621545375402,"SIG",0.278274609573433,0.0033909305963893,0.0075269379881004,"SIG",-0.0318135483273098,0.742243225236246,0.856136986395715,"NS"
"Serine","AIC_int",0.760883817755594,0.596671499828712,0.0145709029957936,4.6978552676449e-08,0.0708237334927042,0.0239822354503497,0.48676296360564,0.165225267095586,0.0778600895954496,1.37952892780049e-07,0.0873492713076685,-0.275369458128079,0.147957507852905,0.304134877253194,"NS",-0.367487684729064,0.0506183364380033,0.0936439224103061,"NS",0.330049261083744,0.080824129020785,0.214860667219672,"NS",-0.073179734842659,0.584187827865109,0.676199981223024,"NS",-0.108305406954323,0.444707407006611,0.537718106511261,"NS",0.0619824127038333,0.66160547407696,0.821808924279894,"NS",-0.0511181466284134,0.550091724049522,0.605755767554534,"NS",-0.0939243416210722,0.331327570714527,0.40326053014597,"NS",0.00738578445000463,0.939178279846064,0.981627015658315,"NS"
"Sorbitol","AIC_int",0.787798070321889,0.642069034277886,0.00462335742981686,5.50640103537056e-08,0.00529398879790883,0.030526545045465,0.45160534414492,0.211001278111273,0.0416807730128492,1.5916940492868e-07,0.010148919515384,-0.144334975369458,0.453406922796869,0.637190199100783,"NS",-0.107389162561576,0.577840728299009,0.651832528873882,"NS",0.422167487684729,0.0234011073595904,0.111005252859596,"NS",0.0117813528561321,0.930012989759063,0.95772514119248,"NS",0.222758223684532,0.112444643924125,0.174808900218177,"NS",-0.196960642021685,0.161270474055222,0.53459864609592,"NS",0.0673077567717537,0.431121383606087,0.494265128937423,"NS",0.235255685665686,0.013797585202272,0.0255255326242031,"NS",-0.121721805208044,0.207027731577293,0.42549361181948,"NS"
"Spermidine","AIC_int",0.590355790227786,0.30903386303482,0.844393475533365,0.0777944388828464,0.00470554490091219,0.000210000991587439,0.229012021641501,0.320982659944416,0.928188763211242,0.0893911254243887,0.00946223702900821,0.183251231527094,0.339816143189293,0.52388322075016,"NS",0.237931034482759,0.213053666370455,0.317862324826888,"NS",-0.108374384236453,0.574333236494019,0.707950561161038,"NS",0.307207234919561,0.019347441733199,0.0435751428759213,"NS",0.409741937701062,0.00255691253222444,0.00807235708201127,"SIG",-0.223597711943994,0.110986487728319,0.53459864609592,"NS",0.225072670079979,0.00772462742970264,0.0155332182010325,"NS",0.465826738406907,3.31941426733784e-07,2.45636655783e-06,"SIG",-0.273199888796219,0.0041612488543707,0.0868171039272699,"NS"
"Suberic Acid","AIC_int",0.759066589323682,0.593606295244764,0.140130501623809,2.40542565743017e-11,1.23927510524373e-11,0.00494508778778026,0.395899767207849,0.40677979637723,0.27288571368847,1.14103524775534e-10,3.27522706385843e-10,-0.388177339901478,0.0382926480589752,0.110689685795475,"NS",-0.688177339901478,5.75337814295698e-05,0.000313051457778541,"SIG",0.441379310344828,0.0173654118724,0.0892389221220555,"NS",-0.337045125965117,0.00998812342158719,0.0302918497212071,"NS",-0.320732566987714,0.0204369645672555,0.0424813308420479,"NS",0.0972423802612482,0.491713509741313,0.758058327517858,"NS",-0.223609215119465,0.00814256776542755,0.0161975810387537,"NS",-0.254105425266797,0.00766987751606482,0.0154231232659999,"NS",0.104772495598184,0.277797366335813,0.494158776655052,"NS"
"Succinate","AIC_int",0.6725104664952,0.447608015775037,0.271785049227525,0.0350474887051046,0.00290735969365462,0.00629619635618651,0.243648098676607,0.318976307492153,0.402241872856737,0.042377682421205,0.00625420399216401,-0.100492610837438,0.602659239527174,0.741734703108786,"NS",-0.186206896551724,0.331973942366698,0.432501262942529,"NS",0.0886699507389162,0.646237280048976,0.751475282250563,"NS",-0.277799993847858,0.0350780528363925,0.0662187732115572,"NS",-0.0760315056309222,0.592152400623728,0.680423565934098,"NS",-0.197985144711005,0.159068947680456,0.53459864609592,"NS",-0.150134838972108,0.0777163909764681,0.117848625661038,"NS",-0.143189442761439,0.137445230578654,0.185601223774095,"NS",0.00821981280696877,0.9323212714762,0.979996791040324,"NS"
"Succinylcarnitine","AIC_int",0.775339663804529,0.621054854610048,0.876429897993206,5.87535601537785e-08,0.000202007063791089,8.50264299154265e-05,0.436738542567886,0.269311400328604,0.934671035118575,1.67221671206908e-07,0.000718678976949068,0.574384236453202,0.00136044661942443,0.0167788416395679,"NS",0.797044334975369,1.61557970581321e-06,1.75813085632614e-05,"SIG",-0.370935960591133,0.048368444269432,0.156985301576227,"NS",0.455473868774801,0.000377646879124418,0.00268710279376989,"SIG",0.571965251231385,9.44438025426988e-06,0.000109200646689995,"SIG",-0.239050627507897,0.0879446819560297,0.53459864609592,"NS",0.338916060313711,4.48165216816171e-05,0.000236887328888547,"SIG",0.532820232790601,2.46202905173252e-09,3.79562812142097e-08,"SIG",-0.277972384394403,0.00353080440486375,0.0868171039272699,"NS"
"Sucrose","AIC_int",0.756585353752507,0.589421078618686,0.0752529965340995,1.98094962057431e-09,0.000119116820036876,0.0103015396882602,0.466105444636042,0.254053666080156,0.188510900967819,7.04760922704321e-09,0.000468864078868553,-0.358620689655172,0.0567897407461308,0.140081360507123,"NS",-0.587684729064039,0.000996270220548276,0.00302147525903985,"SIG",0.172906403940887,0.368149659507112,0.533792687789264,"NS",0.0282075732873973,0.833175793924257,0.875781374295384,"NS",-0.0891801320960115,0.529539642591852,0.632031186319307,"NS",0.370784598309571,0.00712220036450121,0.439202355810908,"NS",0.0973610890982884,0.254196341337803,0.327726710375484,"NS",-0.0574527830172508,0.55291359616253,0.628559664188989,"NS",0.304596422945047,0.00134156435564098,0.0686955164500668,"NS"
"Taurine","AIC_int",0.849293346451202,0.745796006062268,0.231023318087855,1.3266140299066e-05,8.12306629460466e-06,0.00533297875385433,0.33899558743959,0.349368085577712,0.375589367688035,2.82096086819219e-05,5.0092242150062e-05,-0.502463054187192,0.00604429768339777,0.040112134323757,"NS",-0.554187192118227,0.00213381290623225,0.00580522628901422,"SIG",0.333497536945813,0.0775625523384437,0.214165256456897,"NS",-0.472330739179919,0.00021506035973579,0.0019552603440137,"SIG",-0.623962092252419,7.72766214803874e-07,2.30934839666248e-05,"SIG",0.194997011867156,0.165552769745223,0.53459864609592,"NS",-0.394411166129373,1.55317122246404e-06,1.59631486753249e-05,"SIG",-0.564023316977887,1.69851758574462e-10,5.29429638804588e-09,"SIG",0.2516726902048,0.00844254273957996,0.123924425733965,"NS"
