"COMPOUND","best_fit","R_squared","R_adj","sex_p","geno_p","int_p","sex_eta","geno_eta","int_eta","sex_p_adj","geno_p_adj","int_p_adj","deltaTAG_R_spearman","deltaTAG_p","deltaTAG_adj","sig_deltaTAG","deltaPC1_R_spearman","deltaPC1_p","deltaPC1_adj","sig_deltaPC1","deltaPC2_R_spearman","deltaPC2_p","deltaPC2_adj","sig_deltaPC2","TAG_R_spearman.x","TAG_p.x","TAG_adj.x","sig_TAG.x","mass_R_spearman.x","mass_p.x","mass_adj.x","sig_mass.x","rTAG_R_spearman.x","rTAG_p.x","rTAG_adj.x","sig_rTAG.x","TAG_R_spearman.y","TAG_p.y","TAG_adj.y","sig_TAG.y","mass_R_spearman.y","mass_p.y","mass_adj.y","sig_mass.y","rTAG_R_spearman.y","rTAG_p.y","rTAG_adj.y","sig_rTAG.y"
"Deoxyguanosine","AIC_int",0.790200669103518,0.646121610536054,0.137460238157427,0.00155994641709711,0.000236566609495136,0.00985771648598032,0.287221153169466,0.333800537523543,0.27288571368847,0.00238504204266914,0.00082575137276604,-0.0591133004926108,0.760117965678548,0.862710574543137,"NS",-0.276354679802956,0.14646800651693,0.233591217289931,"NS",0.221182266009852,0.247783597038426,0.424444124556564,"NS",0.521055707650189,3.5987778668291e-05,0.000665773905363384,"SIG",0.525902368257906,6.23103984815385e-05,0.000426941619225356,"SIG",0.0629215401690429,0.656794076860761,0.821808924279894,"NS",0.408522893657021,5.95985283334783e-07,7.35048516112899e-06,"SIG",0.386725483556719,3.27006963303035e-05,0.000123461812675636,"SIG",0.0257066073579835,0.79045126471106,0.883016832890366,"NS"
"DHAP/D-GA3P","AIC_sex_geno",0.645953116645736,0.40281248590847,0.257428530042185,0.00372986843765323,0.722472839494703,0.00755568340612852,0.352029318601904,0.132840671273235,0.396868983815036,0.00526737145775456,0.734381732453407,0.196551724137931,0.305417814999768,0.48905527591734,"NS",0.0354679802955665,0.855104125521125,0.874001454261924,"NS",0.0517241379310345,0.789499615762485,0.857652790496813,"NS",0.194623027469316,0.142936609238023,0.218539443876316,"NS",0.190228180287136,0.176765788992921,0.257493472155043,"NS",0.0367967215913942,0.7951707016636,0.887070588526337,"NS",0.145581371476645,0.0872654481820636,0.130194418658724,"NS",0.215585787778096,0.0243617083024005,0.0406028471706676,"NS",-0.117468260587527,0.223433180841304,0.426135447996302,"NS"
"Dimethylarginine (A/SDMA)","AIC_int",0.902552614402956,0.835630915860408,0.277624719702976,1.59750941685e-20,0.0207712625302936,0.00226248668020242,0.71128820064081,0.0957700234402044,0.40762359638929,4.22198917310356e-19,0.0312413298219864,0.31871921182266,0.0922943658395321,0.205716357594138,"NS",0.0911330049261083,0.637055595573333,0.701519554649206,"NS",0.0891625615763547,0.644396748901138,0.751475282250563,"NS",0.12399643175736,0.352771218060684,0.443963777831473,"NS",0.0938333797735918,0.508191827567717,0.610490182467712,"NS",0.0176726713907624,0.900919053842543,0.932597802682132,"NS",0.0719818755158702,0.399741316412685,0.474052202156069,"NS",0.122676218274193,0.203793590704757,0.265505734368873,"NS",-0.0665554628857381,0.49111410817605,0.668059632445363,"NS"
"Dimethylglycine","AIC_int",0.846891192039244,0.741744179343303,0.0502516731286485,1.86510394604816e-15,0.00257250147889164,0.00974149803875317,0.628247618568656,0.154753270845741,0.149944508529032,1.56838286372232e-14,0.00567082477250043,0.119704433497537,0.534709301622838,0.706580148573036,"NS",0.367980295566502,0.050291890696596,0.0936439224103061,"NS",-0.294088669950739,0.121501490952408,0.274119217392628,"NS",-0.175920514319112,0.186044241270341,0.266807632829559,"NS",-0.181860872536625,0.196936432905936,0.276009394603016,"NS",-0.249807905745753,0.074261714167665,0.53459864609592,"NS",-0.238134284887869,0.00475859099147678,0.010236503877014,"NS",-0.21089188752836,0.0277210666403995,0.0453840471546364,"NS",-0.168288388471875,0.0802819849695054,0.270039403988336,"NS"
"Ergocalciferol","AIC_sex",0.477988559277161,0.119498774684367,0.0966472695192691,0.678886166151849,0.380926016619479,0.0198750470201313,0.167536756971101,0.213022326868942,0.215418612783913,0.682575764880935,0.405007546405768,-0.491133004926108,0.00744890834539027,0.0444531627063613,"NS",-0.597536945812808,0.00078439593277752,0.00250195254420416,"SIG",0.489162561576355,0.00771958479175352,0.0690675364854298,"NS",-0.406318250330678,0.00168536211181379,0.00805695097148849,"SIG",-0.427373050461068,0.00157767855108386,0.0052119737848306,"SIG",0.0821309655937847,0.561649575365834,0.781054239146013,"NS",-0.311809746449647,0.000186537103471998,0.00070427273759836,"SIG",-0.447278186877102,1.08290064087861e-06,6.46247156653367e-06,"SIG",0.179445834491706,0.0619823333205105,0.255764071141685,"NS"
"Erythrose-4-Phosphate","AIC_int",0.866837897769636,0.775389225153603,0.0104131280422009,7.77057355657433e-09,0.00130209683689738,0.0217768511216835,0.436847522213638,0.210931618010302,0.0708023637199885,2.52202825958991e-08,0.00329983444967145,0.288669950738916,0.128765526340217,0.272121460009144,"NS",0.634482758620689,0.000298245425055473,0.00125398644625597,"SIG",-0.467487684729064,0.0112935698607697,0.0741235062247352,"NS",0.504014272970562,6.91834433583105e-05,0.000933340503755205,"SIG",0.632329400002931,4.94584005638705e-07,1.82996082086321e-05,"SIG",-0.155553658328353,0.269960240651029,0.662983873581327,"NS",0.443292796092939,4.62758043005172e-08,1.42683729926595e-06,"SIG",0.563902841749365,1.71706909882569e-10,5.29429638804588e-09,"SIG",-0.179909183578908,0.0613032130587108,0.255764071141685,"NS"
"Ethanolamine","AIC_int",0.748096805659468,0.575103045690668,0.00105620378582734,0.0145240316043055,0.000609547112536921,0.0517839973902143,0.236782445451175,0.318348683356794,0.0162831416981715,0.0182785431754865,0.00181880993256984,0.498522167487685,0.00650467043087951,0.040112134323757,"NS",0.29064039408867,0.126087626238917,0.210146043731528,"NS",0.144827586206897,0.451852304699748,0.601202996065662,"NS",-0.305915284998001,0.0198828342948496,0.0437895755303234,"NS",-0.53683109674837,4.08228759396967e-05,0.000343283274947449,"SIG",0.328609237599249,0.017785579129696,0.490862039774034,"NS",-0.272980152924791,0.00114876417835189,0.00322002080295604,"SIG",-0.477350657381333,1.53611653992988e-07,1.18408983286262e-06,"SIG",0.231674543601149,0.0155261766517691,0.151175930556699,"NS"
"FAD","AIC_int",0.850496480023785,0.747825387991927,0.329961255492963,1.54467286599617e-10,0.000690162863130678,0.00297605023270773,0.509208719280675,0.217375867923467,0.455543524374613,6.6456855862626e-10,0.00196430968737193,-0.620197044334975,0.000439573351654137,0.00867848669272836,"SIG",-0.564039408866995,0.00171890196738731,0.00481813430252505,"SIG",0.161576354679803,0.400745601377239,0.559450355896001,"NS",-0.261681380540773,0.0475136843200091,0.08703001583368,"NS",-0.263228671375781,0.0593722462034659,0.104608243310869,"NS",-0.130624092888244,0.354937739087483,0.682119395881367,"NS",-0.273181238339213,0.00113874150516556,0.00322002080295604,"SIG",-0.261658295362621,0.00598955763616341,0.0123118684743359,"NS",-0.00365119080715411,0.96993005068532,0.994099787323673,"NS"
"Fructose","AIC_int",0.718601209117385,0.525351437065468,0.137661007873311,2.49707475261548e-05,0.017424697933122,0.00987782516317667,0.390846505652594,0.226857804229967,0.27288571368847,5.02129162210722e-05,0.0273183823527761,-0.0103448275862069,0.958253199019613,0.976116896012722,"NS",0.188669950738916,0.325525121932033,0.427107429485291,"NS",-0.295566502463054,0.119574670347301,0.273102642151243,"NS",0.376111230736104,0.00382713595691784,0.0138129228080451,"NS",0.492689279329856,0.000206883941840749,0.00100719813790891,"SIG",0.00887902330743618,0.950245697692197,0.965909088313496,"NS",0.37203706235137,6.49496476299102e-06,5.46167491433336e-05,"SIG",0.422803180836525,4.65006902700577e-06,2.26384939472649e-05,"SIG",0.0508293948660921,0.599130091020137,0.751915414405727,"NS"
"G1P/F1P/F6P","AIC_int",0.872394215148931,0.784761326757232,0.0119138809536857,1.78393998880595e-09,0.00301946610314172,0.0205386267056204,0.458328106061121,0.191947735216007,0.0760023440148914,6.4711548613549e-09,0.00642070378254274,0.232019704433498,0.224904092541885,0.396259591621417,"NS",0.571428571428571,0.00145552681559494,0.00427416604579467,"SIG",-0.419704433497537,0.0242873557346334,0.112329020272679,"NS",0.503460580147036,7.06311732571506e-05,0.000933340503755205,"SIG",0.621614123240796,8.73807501439856e-07,2.30934839666248e-05,"SIG",-0.158712541620422,0.26026040949091,0.662983873581327,"NS",0.423597596891511,2.03842015141651e-07,3.14256440010045e-06,"SIG",0.543987359742095,9.75727152889842e-10,2.57870747549458e-08,"SIG",-0.18639607079974,0.0524193250238173,0.251317508698413,"NS"
"G6P","AIC_int",0.871932551331465,0.783982616703676,0.00518193394213801,2.36713630897836e-09,0.00114724795054598,0.0251429766167712,0.444128632611772,0.205132618092654,0.0416807730128492,8.10963365112955e-09,0.00298930804015502,0.196551724137931,0.305417814999768,0.48905527591734,"NS",0.547290640394089,0.00247351857829056,0.0064450836194895,"SIG",-0.391625615763547,0.0364982262350908,0.143601250252424,"NS",0.4797748315851,0.000166260662229024,0.00170879013957608,"SIG",0.614655596897259,1.2503640151714e-06,2.7666604047725e-05,"SIG",-0.153760778622044,0.275571987215359,0.662983873581327,"NS",0.419347991800063,2.77301953149429e-07,3.9462201025111e-06,"SIG",0.541953181845121,1.15783577729087e-09,2.67749523498515e-08,"SIG",-0.168992679084422,0.0790110664965563,0.270039403988336,"NS"
"gamma-Aminobutyrate","AIC_int",0.699508676565436,0.493147165291096,0.26534893852513,0.00613489678039401,0.00158298678103084,0.00606219103255745,0.278277725467738,0.315544880248103,0.399910073744382,0.00816515039117188,0.00385332308540402,0.44679802955665,0.0159203172618884,0.0684943882197523,"NS",0.609852216748768,0.000575610055800606,0.00200920491175683,"SIG",-0.172413793103448,0.36953306151475,0.533792687789264,"NS",0.070718877849211,0.596922423792335,0.681670669145568,"NS",-0.046190954010476,0.745056727313507,0.810797026782346,"NS",0.0679586783915308,0.631228316577943,0.810301751096429,"NS",0.0222110011640831,0.795225435998094,0.826498346402514,"NS",-0.042949418968215,0.657447349489965,0.716776861965892,"NS",-0.0248725790010194,0.797101681582114,0.883016832890366,"NS"
"Glucoronate","AIC_int",0.821925637887868,0.699633606075922,0.0236273804370802,6.40451303020496e-12,0.000747516445028647,0.014791455264092,0.521567760924268,0.193918176057175,0.112610940854354,3.20225651510248e-11,0.00209531124742878,-0.0152709359605911,0.937921893511984,0.969360616199537,"NS",0.124630541871921,0.51790436789461,0.606407013041157,"NS",-0.190147783251231,0.321693568311834,0.495570416252496,"NS",-0.306715063520871,0.0195499289659539,0.0435751428759213,"NS",-0.164870114961607,0.242803451118215,0.325497380122244,"NS",-0.194057884401947,0.167630125293089,0.53459864609592,"NS",-0.249115782797684,0.00310367711759418,0.00726810464246738,"SIG",-0.20469668058473,0.0327511530332257,0.0519392371204852,"NS",-0.0561579093689185,0.561358909772027,0.731347875407218,"NS"
"Glucosamine","AIC_int",0.804792586270478,0.670734482865866,0.038509685272324,0.00495545757012777,1.68536001612895e-05,0.0185556378273877,0.247399470241508,0.382556145842611,0.129532577734181,0.00674087978289439,8.90833151382447e-05,0.381773399014778,0.041814845795887,0.117208279882411,"NS",0.702463054187192,3.50912445716401e-05,0.000202871257679794,"SIG",-0.492610837438424,0.00725124672771969,0.0690675364854298,"NS",0.440831769663786,0.000602808239054925,0.00359740400726326,"SIG",0.567824287701795,1.13215666106497e-05,0.000116360545720567,"SIG",-0.265004695637326,0.0578859310625612,0.533124095945809,"NS",0.348425166133481,2.63094783483109e-05,0.00018026864794213,"SIG",0.525985580403275,4.26765773265911e-09,6.03038487100811e-08,"SIG",-0.2483273097952,0.00937806465013786,0.123924425733965,"NS"
"Glucose","AIC_int",0.86219355730056,0.767555397856367,0.0303331986329811,3.65621827466751e-05,8.38153702297253e-05,0.0187029731370388,0.334120614517451,0.315975714795937,0.116909203064615,7.19574873205839e-05,0.000353849866092272,0.457142857142857,0.0134402499623538,0.0631666256898653,"NS",0.720197044334975,1.83818988289097e-05,0.000117263837356838,"SIG",-0.407881773399015,0.028936285447979,0.124493321113398,"NS",0.315574148697284,0.0161698215373875,0.0388495712261907,"NS",0.47215522306457,0.000409475818881323,0.00176169829053592,"SIG",-0.211986681465039,0.131170089401085,0.53459864609592,"NS",0.286061876274122,0.000640658088470812,0.00197536243945167,"SIG",0.442565751976824,1.44645061700686e-06,7.87039306312556e-06,"SIG",-0.234945788156797,0.0140969973550724,0.151175930556699,"NS"
"Glutamic acid","AIC_int",0.705320444831638,0.502950147908787,0.0237396037476746,0.00260827428510206,0.000968250914093334,0.0242085936168135,0.285668582536976,0.311252663714555,0.112610940854354,0.00386024594195105,0.00258563735342609,0.229064039408867,0.230995249348276,0.399384309620852,"NS",0.131527093596059,0.494825982410684,0.583075202203672,"NS",0.196059113300493,0.306650875710332,0.486830016390227,"NS",-0.160047986711372,0.229438036404254,0.314415086924348,"NS",-0.244274157900133,0.0809480328143989,0.132615184358501,"NS",0.0869119781439426,0.539023937071508,0.76707252583253,"NS",-0.104618038276534,0.220327862736765,0.293242119469795,"NS",-0.183201119618763,0.056546999838224,0.0823716139375704,"NS",0.083069224353628,0.389903572933017,0.589715581806491,"NS"
"Glutamine","AIC_sex_geno",0.770269409588888,0.612502618583667,0.0707126751530954,1.6244655007062e-09,0.0896233098471732,0.0120442248174871,0.532399835960384,0.148516983430976,0.188510900967819,6.01052235261293e-09,0.109081002116625,-0.163054187192118,0.396402264374313,0.586675351273984,"NS",-0.0630541871921182,0.744579583264271,0.793710155693838,"NS",0.0832512315270936,0.666618222393822,0.761261550264549,"NS",0.360484788827709,0.00569203606189543,0.019145939480921,"NS",0.437917565840539,0.00116722969435801,0.00423406849914181,"SIG",-0.0657389225646717,0.64244377164372,0.814055464069097,"NS",0.300090935353619,0.000331748499264863,0.00113654578451851,"SIG",0.400617204137872,1.58471772161038e-05,6.66301769313454e-05,"SIG",-0.144861458622926,0.132726986709915,0.341034618629643,"NS"
"Glutaric Acid","AIC_int",0.640936191823779,0.394350203076254,0.23393552675473,0.000630820473901382,3.73170521699757e-06,0.00561500313763571,0.275931386186545,0.390176152925601,0.375589367688035,0.000988998200608099,2.6552517890175e-05,-0.432512315270936,0.0199658146338681,0.0799472364273014,"NS",-0.782758620689655,2.12613765770965e-06,1.87302603179183e-05,"SIG",0.580295566502463,0.00118636584374009,0.0313539544417025,"NS",-0.319080869912947,0.0149779801337899,0.0379578948596047,"NS",-0.332728554119825,0.0159470526718228,0.0362703496442664,"NS",0.173055579270896,0.219199179669374,0.614421943012639,"NS",-0.238509644328123,0.00469101447524846,0.0102098550343643,"NS",-0.297332863993141,0.00169070680505439,0.00401000972993669,"SIG",0.137077193957928,0.155013477201212,0.355211351197507,"NS"
"Glyceraldehyde","AIC_int",0.863852759023237,0.770354051364497,0.359403311253856,0.00155259765159123,2.43689709786466e-08,0.00300264465510601,0.231789764309284,0.461378392806596,0.485325639284404,0.00238504204266914,3.22018545074973e-07,0.48128078817734,0.00888765894487517,0.0498247546909669,"NS",0.791625615763547,1.76883518121239e-06,1.81796949180162e-05,"SIG",-0.494088669950739,0.00705807413973795,0.0690675364854298,"NS",0.428096834722692,0.000891395871743051,0.00499721928098377,"SIG",0.564323679357193,1.31716547107311e-05,0.000123941331724201,"SIG",-0.268248954153505,0.0548012784475299,0.533124095945809,"NS",0.340696783372536,4.06150767806561e-05,0.000227690581952163,"SIG",0.538047004243416,1.6031664122825e-09,3.2589262973606e-08,"SIG",-0.297590584746548,0.00174545221512015,0.0686955164500668,"NS"
"Glycerol-3-P","AIC_geno",0.691546105927097,0.479716323250526,0.338735544928975,9.76695479411325e-05,0.429232841184491,0.00476100228453578,0.417346751450587,0.149763508169872,0.464193154161928,0.000173739099702976,0.450681393676447,0.154187192118227,0.422869494997738,0.618174397789168,"NS",0.210837438423645,0.271031622686267,0.375761527565794,"NS",0.0497536945812808,0.79738529711055,0.857652790496813,"NS",-0.164477529299579,0.216675647913567,0.299141752716492,"NS",-0.117355760235489,0.407352754583174,0.499074566873425,"NS",-0.192777256040297,0.170493622268429,0.53459864609592,"NS",-0.116730083071876,0.171160976233987,0.238081057167575,"NS",-0.0989333309300204,0.306071640580289,0.380021835619822,"NS",-0.164007042906125,0.0883652469726112,0.281854667067812,"NS"
"Glycerophosphocholine","AIC_int",0.687379255069243,0.472687900116796,0.0922831696718987,0.318136692977634,0.000351502636566179,0.0150219075587036,0.165076244144889,0.382911495832821,0.208199834015869,0.336315932576356,0.00114084189060953,0.454679802955665,0.0139990900177539,0.0631666256898653,"NS",0.855172413793103,9.14530868256704e-07,1.46623404178895e-05,"SIG",-0.504433497536946,0.00582475922311199,0.0690675364854298,"NS",0.0446337937186625,0.738760035822282,0.799243313608902,"NS",-0.00973339881181935,0.945400434389668,0.966293261668997,"NS",0.110646290446512,0.43373555105372,0.737233003253975,"NS",0.106079258954666,0.213914866766444,0.288863141253957,"NS",-0.0289789261222588,0.764845694457083,0.814207404720152,"NS",0.190390139931424,0.0474993810203427,0.251099576317623,"NS"
"Glycine","AIC_sex_geno",0.673200304010988,0.448771597126968,0.432404251296011,6.10998601597571e-05,0.107431051660041,0.00298113260059837,0.401461903674898,0.19208478312786,0.547776545424623,0.000115341572750562,0.127402208699408,0.00788177339901478,0.968429425196922,0.979013353341151,"NS",-0.336945812807882,0.0744043889160833,0.134949136759563,"NS",0.526600985221675,0.00378809008037995,0.0544410328673176,"NS",-0.0730566919929866,0.584821605382075,0.676199981223024,"NS",-0.129437128058931,0.360427870252793,0.453599700658277,"NS",0.0980107572782379,0.488283793764044,0.758058327517858,"NS",-3.12799533545079e-05,0.999708409123654,0.999708409123654,"NS",-0.0256890256510718,0.790891594984095,0.836085400411757,"NS",0.0753498285608377,0.435562210680702,0.619838530584076,"NS"
"GMP","AIC_int",0.858355652698173,0.761081823828244,0.00413774687396332,0.00341145987115715,1.43545329455206e-12,0.0246077297680018,0.17284905464867,0.56265946867973,0.0416807730128492,0.00485476981664672,6.63897148730327e-11,-0.153694581280788,0.424368370374186,0.618174397789168,"NS",0.0428571428571429,0.825136836390498,0.857586037821585,"NS",-0.37192118226601,0.0477405728232293,0.156985301576227,"NS",0.146574794672245,0.271441727356084,0.361271363747307,"NS",0.172255544761803,0.22204464187046,0.306554169746531,"NS",-0.199351148296764,0.156168246362223,0.53459864609592,"NS",0.0170207631896173,0.842361207797552,0.865760130236373,"NS",0.0138036809910791,0.88671670443909,0.901332913852921,"NS",-0.0761745899360578,0.430543096516358,0.617445526011832,"NS"
"Guanine","AIC_int",0.789554070565462,0.645030962399574,0.247575839632085,0.000986657907367541,4.45926381467766e-05,0.00563753464129539,0.28324662805941,0.35591689251276,0.388148562135048,0.00153387994002517,0.000211529180952658,-0.126600985221675,0.51125654676507,0.685380153272014,"NS",-0.422660098522167,0.023227109719376,0.0477446144231618,"NS",0.375369458128079,0.0455943682679993,0.156202928325553,"NS",0.452274754683319,0.000418970865762637,0.0028707263024477,"SIG",0.480778672889077,0.000309012551753268,0.0014658287711373,"SIG",0.060531033893964,0.669068156977707,0.821808924279894,"NS",0.380480415474705,3.83229994114035e-06,3.37607375767126e-05,"SIG",0.372653050132782,6.59394975686029e-05,0.000230166170758331,"SIG",0.0184505606523955,0.84876443093124,0.908762313259924,"NS"
"Guanosine","AIC_int",0.856782281701071,0.75842794503795,0.0279130084883789,5.41066251259983e-16,0.0369890602121445,0.0120410206393575,0.639310460949359,0.113080716017223,0.116909203064615,5.26827665700509e-15,0.0488784009946195,-0.0285714285714286,0.883256495595661,0.955569892895891,"NS",-0.0950738916256157,0.622475863543717,0.689569070392741,"NS",0.266995073891626,0.161067927299061,0.333238664928621,"NS",-0.0362668799409394,0.786466151310396,0.836185275818524,"NS",0.00251873039428659,0.985861173084039,0.985861173084039,"NS",-0.0901562366601212,0.523929505054993,0.76707252583253,"NS",-0.0198694732272599,0.816409742653083,0.843775432350952,"NS",-0.00651029600284196,0.94643316826934,0.951576826792543,"NS",-0.0851913631730145,0.377875247027541,0.577743146281777,"NS"
"Histamine","AIC_sex_geno",0.700437417631948,0.494713716487624,0.620868799298958,1.39973066829527e-05,0.214700800268834,0.00116931023280693,0.437532183792317,0.166426222855854,0.73328082776915,2.92215059101054e-05,0.235027503252866,-0.515763546798029,0.00469023665138195,0.0343424151960257,"NS",-0.62807881773399,0.000355706720444307,0.00140012219749355,"SIG",0.330049261083744,0.080824129020785,0.214860667219672,"NS",-0.315820234396629,0.0160836009154857,0.0388495712261907,"NS",-0.562786826913222,1.40690160335579e-05,0.000123941331724201,"SIG",0.290788013318535,0.0368754646696298,0.510437853210429,"NS",-0.281023569501664,0.000804925355170815,0.00244116706076395,"SIG",-0.45370044328987,7.24769824807258e-07,4.96601546627195e-06,"SIG",0.245408210545825,0.0102679027547867,0.126637467309036,"NS"
"Histidine","AIC_int",0.895228959998933,0.823277763853622,0.632112179983745,4.34542987515604e-19,1.12044347260081e-06,0.000436459181106827,0.638553609311976,0.202235399061476,0.740131349980968,8.93227252115408e-18,8.6367517679646e-06,0.23743842364532,0.214024377483202,0.38244861244812,"NS",0.526600985221675,0.00378809008037995,0.00934395553160387,"SIG",-0.586699507389162,0.0010199725721516,0.0313539544417025,"NS",0.177212464240672,0.182793679727051,0.264193990230503,"NS",0.280603642061792,0.0439093555321764,0.0793485804656664,"NS",-0.337659011354905,0.0147521175990897,0.490862039774034,"NS",0.0754047961258063,0.377647924252483,0.450741070881996,"NS",0.240088595794486,0.011916936050718,0.0227281770039467,"NS",-0.29887869520897,0.00166377442514367,0.0686955164500668,"NS"
"Homoarginine","AIC_int",0.904845573407271,0.839498557554432,0.665243627561028,8.81963580715467e-19,1.33239432405638e-05,0.000371598707076405,0.650609074200032,0.182321537828516,0.772828299188058,1.48330238574874e-17,7.24979264560091e-05,0.498522167487685,0.00650467043087951,0.040112134323757,"NS",0.70295566502463,3.44828648273775e-05,0.000202871257679794,"SIG",-0.47487684729064,0.00994415434945257,0.0741235062247352,"NS",0.351994832200314,0.0070093957975651,0.0229881363428091,"NS",0.385323059980182,0.00478918746343167,0.0132238758318636,"NS",-0.146760010245027,0.298225186547234,0.662983873581327,"NS",0.307738883948797,0.000228459247761018,0.00082872472227036,"SIG",0.42309510158256,4.5729665022494e-06,2.26384939472649e-05,"SIG",-0.136335835418404,0.157274465652599,0.355211351197507,"NS"
"Homocitrulline","AIC_sex_geno",0.622718819507638,0.363622105193607,0.325507520767049,0.00327249377328181,0.77320484515982,0.00584689915105862,0.366580292984484,0.129791087168228,0.452773619112061,0.00472977615669637,0.78165517133643,0.218226600985222,0.25428485603125,0.431584388676892,"NS",0.302955665024631,0.110282512074913,0.191716148921547,"NS",0.0502463054187192,0.795411983819712,0.857652790496813,"NS",-0.0942815835614753,0.480421952196248,0.580902360498731,"NS",-0.0343657282610289,0.80888705628053,0.86101444923016,"NS",-0.228805600614702,0.102751698583423,0.53459864609592,"NS",-0.0947469787108045,0.267231316351842,0.340950300173039,"NS",-0.0573230404634575,0.553812028447595,0.628559664188989,"NS",-0.207737929756278,0.0303622940211403,0.21944752314783,"NS"
"Hydrocinnamic Acid","AIC_sex",0.538176869464166,0.221021225602207,0.128505240058934,0.145664360491673,0.0262606364030048,0.0136217796778412,0.219407618199287,0.283936894954712,0.267117633830369,0.159455069177276,0.0378163890973312,-0.432019704433497,0.0201192954850434,0.0799472364273014,"NS",-0.850738916256157,9.58227408070299e-07,1.46623404178895e-05,"SIG",0.573891625615763,0.00137590764182764,0.0318178642172641,"NS",-0.40514934325879,0.00174204345329481,0.00805695097148849,"SIG",-0.402527269283529,0.00309279028759192,0.00927999909925018,"SIG",0.128660462733715,0.362266040324733,0.682119395881367,"NS",-0.308896242222913,0.000215728111987849,0.000798194014355042,"SIG",-0.330625730029026,0.000445876480770885,0.00121304630797961,"SIG",0.157538689648781,0.101794212270994,0.296725255426398,"NS"
"Hypotaurine","AIC_int",0.796018355499845,0.655934575541907,0.181292620360243,1.59592666640139e-11,0.00613766011838874,0.00562044578527009,0.558665832813305,0.178516816610063,0.325622667637329,7.76964298116468e-11,0.0114693648676961,0.0975369458128079,0.613434646354834,0.741734703108786,"NS",0.107881773399015,0.576085774444879,0.651832528873882,"NS",-0.397536945812808,0.0335815270118217,0.135056141243196,"NS",0.139130702267065,0.296734927258203,0.387152315713334,"NS",-0.0529787189713501,0.709140834220501,0.780899132921385,"NS",0.228378724494152,0.103408283641546,0.53459864609592,"NS",0.0666732205751337,0.435487654144865,0.494265128937423,"NS",0.0191045910460622,0.843689613891808,0.876868418932497,"NS",0.16298767491428,0.0903824453050092,0.283402582736046,"NS"
"Hypoxanthine","AIC_int",0.844264827237888,0.737314166425354,0.0138625699830173,1.41400339641799e-09,0.00030961246344906,0.0194578219675233,0.458969681604329,0.229803068957848,0.0778600895954496,5.33858425178221e-09,0.00102282688817993,0.40295566502463,0.0310777637622545,0.0974472253562216,"NS",0.202463054187192,0.290867250120558,0.392776943593454,"NS",-0.0960591133004926,0.618852723101824,0.733895857524599,"NS",-0.425143806330555,0.00097407777474483,0.00526353515056276,"SIG",-0.689747914923532,1.55321690365719e-08,9.57817090588598e-07,"SIG",0.280542986425339,0.0443035069038014,0.533124095945809,"NS",-0.400921864991876,1.00386001537436e-06,1.09243589908387e-05,"SIG",-0.625623228053888,3.5117086974225e-13,2.16555369674387e-11,"SIG",0.224020016680567,0.0193720396675753,0.170658444690544,"NS"
"Imidazoleacetic Acid","AIC_int",0.670952335234772,0.444979842564676,0.0493371541854365,0.00602785053314259,0.0474983088735962,0.0197146107139901,0.286478555081452,0.225217581867957,0.149629074168947,0.00808081412051724,0.0593728860919953,0.37487684729064,0.0458961261651032,0.124864460890354,"NS",0.596059113300493,0.000813420725541378,0.00255055651229076,"SIG",-0.43448275862069,0.0193615970957283,0.0968079854786413,"NS",0.463840782552524,0.000286536580068726,0.00230475075272671,"SIG",0.434416957495937,0.00129141025992736,0.00450775279408606,"SIG",-0.0401263553316827,0.777074424784111,0.876577857225979,"NS",0.329304177504347,7.54642757574873e-05,0.000349022275378379,"SIG",0.372236020495589,6.72915805791384e-05,0.000230535970502604,"SIG",-0.10329904550088,0.284639614891394,0.501507892903885,"NS"
"IMP","AIC_int",0.852092207142267,0.750516975902619,0.0668654812409415,0.0102936878967052,3.52959847558035e-13,0.00981415181422508,0.155733321284479,0.597538126737497,0.184628567605585,0.0133170088174158,2.17658572660788e-11,-0.137931034482759,0.473878014724928,0.654234572567998,"NS",0.00935960591133005,0.96232299587074,0.967553012152646,"NS",-0.310344827586207,0.101546630889657,0.247185877823507,"NS",0.282598664985081,0.0319503127368518,0.0613046807011104,"NS",0.31932378558074,0.0210283686928707,0.0427499803096823,"NS",-0.149492017416546,0.289244413446672,0.662983873581327,"NS",0.147547539973214,0.0830332289232848,0.124887376835835,"NS",0.216776639075413,0.0235669792611953,0.0396353742120103,"NS",-0.111036975257159,0.249950297675707,0.458339135794466,"NS"
"Indole-2-Carboxylic Acid","AIC_sex_geno",0.698466929778667,0.491390002036306,0.0761476854392105,0.0491700115757316,0.104100996569031,0.0182721629742217,0.256313739254489,0.22841861139133,0.188510900967819,0.0583105906507073,0.125207273688746,-0.359605911330049,0.0560758467193642,0.140081360507123,"NS",-0.600985221674877,0.000720160733102538,0.00242235882952672,"SIG",0.263054187192118,0.167519977504658,0.333238664928621,"NS",-0.323818019625335,0.0134886815032378,0.0361653054796955,"NS",-0.451365024725289,0.000783592594871491,0.00302009645940054,"SIG",0.213096559378468,0.12912834071602,0.53459864609592,"NS",-0.278121236686842,0.000916280631635492,0.00269066534686613,"SIG",-0.390395344364015,2.70902032181763e-05,0.000104410158236721,"SIG",0.147187471040682,0.126568296573344,0.33934978066766,"NS"
